encoder,method,shortlist_size,rows,targets,best_candidate_recall_mean,best_candidate_confidence_set_recall_mean,top3_candidate_recall_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,validation_regret_mean,normalized_validation_regret_mean,removed_fraction,selected_family_count_mean,removed_family_fraction_mean,passes_90pct_recall_at_50pct_removal,best_candidate_recall_tol_0_mean,best_candidate_recall_tol_0p001_mean,best_candidate_recall_tol_0p002_mean,best_candidate_recall_tol_0p005_mean
clip_b32,pool_vendi_subspace,5,7,7,0.2857142857142857,0.5714285714285714,0.3333333333333333,0.42857142857142855,0.40476190476190477,0.005756853560043106,0.1933558270767223,0.7619047619047619,5.0,0.7058823529411765,False,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714
clip_b32,pool_vendi_subspace,10,7,7,0.42857142857142855,1.0,0.619047619047619,0.5714285714285714,0.7142857142857143,0.0018211056407407358,0.06356706567933938,0.5238095238095238,10.0,0.41176470588235287,False,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.8571428571428571
clip_b32,random,3,700,7,0.12714285714285714,0.34,0.13476190476190475,0.22714285714285715,0.19523809523809524,0.007962289963157176,0.3075936733639804,0.8571428571428572,2.9285714285714284,0.8277310924369747,False,0.12714285714285714,0.16285714285714287,0.18571428571428572,0.4
clip_b32,random,5,700,7,0.24714285714285714,0.5214285714285715,0.24142857142857144,0.35714285714285715,0.31785714285714284,0.005342504108468182,0.2048331416403737,0.7619047619047619,4.791428571428572,0.7181512605042017,False,0.24714285714285714,0.30857142857142855,0.3385714285714286,0.5871428571428572
clip_b32,random,10,700,7,0.47714285714285715,0.7642857142857142,0.46809523809523806,0.6557142857142857,0.5823809523809523,0.0028557829701293634,0.10605029366436335,0.5238095238095238,9.005714285714285,0.47025210084033614,False,0.47714285714285715,0.5442857142857143,0.5771428571428572,0.8028571428571428
clip_b32,rank_l_gram,3,7,7,0.2857142857142857,1.0,0.47619047619047616,0.2857142857142857,0.49999999999999994,0.0020967738763278637,0.08272738046741422,0.8571428571428572,3.0,0.8235294117647057,False,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.8571428571428571
clip_b32,rank_l_gram,5,7,7,0.2857142857142857,1.0,0.47619047619047616,0.7142857142857143,0.7857142857142857,0.0018941395614177545,0.06790257632658024,0.7619047619047619,5.0,0.7058823529411765,False,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.8571428571428571
clip_b32,rank_l_gram,10,7,7,0.42857142857142855,1.0,0.619047619047619,1.0,1.0,0.0018211056407407358,0.06356706567933938,0.5238095238095238,10.0,0.41176470588235287,False,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.8571428571428571
clip_b32,rank_only,3,7,7,0.2857142857142857,1.0,0.47619047619047616,0.2857142857142857,0.49999999999999994,0.0020967738763278637,0.08272738046741422,0.8571428571428572,3.0,0.8235294117647057,False,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.8571428571428571
clip_b32,rank_only,5,7,7,0.7142857142857143,1.0,0.7619047619047619,0.7142857142857143,0.7857142857142857,0.00046909175585739337,0.03331125366291129,0.7619047619047619,4.0,0.7647058823529411,False,0.7142857142857143,0.8571428571428571,0.8571428571428571,1.0
clip_b32,rank_only,10,7,7,0.7142857142857143,1.0,0.7619047619047619,0.7142857142857143,0.7857142857142857,0.00046909175585739337,0.03331125366291129,0.5238095238095238,8.0,0.5294117647058824,False,0.7142857142857143,0.8571428571428571,0.8571428571428571,1.0
