seed,dimension,candidate_count,budget,target_samples,target_rank,shift,method,selected,target_mse,conditional_oracle_mse,normalized_regret,combination_rank
20260920,16,8,1,16,4,0.5,isotropic_a,pool_05,0.049863620211084037,0.03286711231173137,0.5171281169500872,3
20260920,16,8,1,16,4,0.5,bayesian_d,pool_07,0.06122938041588136,0.03286711231173137,0.862937633070568,7
20260920,16,8,1,16,4,0.5,effective_rank,pool_00,0.06830289340410808,0.03286711231173137,1.0781531628420093,8
20260920,16,8,1,16,4,0.5,target_energy,pool_02,0.0513598695355135,0.03286711231173137,0.5626523269944056,4
20260920,16,8,1,16,4,0.5,second_moment_mmd,pool_01,0.05804481218156751,0.03286711231173137,0.7660453900250125,6
20260920,16,8,1,16,4,0.5,collapse_4s,pool_00,0.06830289340410808,0.03286711231173137,1.0781531628420093,8
20260920,16,8,1,16,4,0.5,spectrum_rank_l,pool_00,0.06830289340410808,0.03286711231173137,1.0781531628420093,8
20260920,16,8,1,16,4,0.5,facility_subspace,pool_03,0.039323999547435706,0.03286711231173137,0.19645435152511592,2
20260920,16,8,1,16,4,0.5,kcenter_subspace,pool_00,0.06830289340410808,0.03286711231173137,1.0781531628420093,8
20260920,16,8,1,16,4,0.5,dpp_subspace,pool_00,0.06830289340410808,0.03286711231173137,1.0781531628420093,8
20260920,16,8,1,16,4,0.5,conditional_oracle,pool_04,0.03286711231173137,0.03286711231173137,0.0,1
20260920,16,8,1,16,4,1.0,target_a_estimated,pool_00,0.2566573941863216,0.09488948274171505,1.7048033856916642,8
20260920,16,8,1,16,4,1.0,isotropic_a,pool_05,0.11341491648566397,0.09488948274171505,0.19523168647018901,3
20260920,16,8,1,16,4,1.0,bayesian_d,pool_07,0.11491666961826241,0.09488948274171505,0.2110580255881516,4
20260920,16,8,1,16,4,1.0,effective_rank,pool_00,0.2566573941863216,0.09488948274171505,1.7048033856916642,8
20260920,16,8,1,16,4,1.0,target_energy,pool_02,0.2414846487807509,0.09488948274171505,1.5449042591797173,7
20260920,16,8,1,16,4,1.0,second_moment_mmd,pool_01,0.19254811538581804,0.09488948274171505,1.0291828959582954,6
20260920,16,8,1,16,4,1.0,collapse_4s,pool_00,0.2566573941863216,0.09488948274171505,1.7048033856916642,8
20260920,16,8,1,16,4,1.0,spectrum_rank_l,pool_00,0.2566573941863216,0.09488948274171505,1.7048033856916642,8
20260920,16,8,1,16,4,1.0,facility_subspace,pool_03,0.1599213260016726,0.09488948274171505,0.6853430051565498,5
20260920,16,8,1,16,4,1.0,kcenter_subspace,pool_00,0.2566573941863216,0.09488948274171505,1.7048033856916642,8
20260920,16,8,1,16,4,1.0,dpp_subspace,pool_00,0.2566573941863216,0.09488948274171505,1.7048033856916642,8
20260920,16,8,1,16,4,1.0,conditional_oracle,pool_06,0.09488948274171505,0.09488948274171505,0.0,1
20260920,16,8,3,16,4,0.0,target_a_estimated,pool_00|pool_01|pool_07,0.000597779161120443,0.00042840500880866883,0.39535987868764366,32
20260920,16,8,3,16,4,0.0,isotropic_a,pool_01|pool_05|pool_07,0.0005204090808294537,0.00042840500880866883,0.2147595619309742,16
20260920,16,8,3,16,4,0.0,bayesian_d,pool_01|pool_05|pool_07,0.0005204090808294537,0.00042840500880866883,0.2147595619309742,16
20260920,16,8,3,16,4,0.0,effective_rank,pool_00|pool_01|pool_04,0.0005526490294267272,0.00042840500880866883,0.2900153314349958,23
20260920,16,8,3,16,4,0.0,target_energy,pool_01|pool_02|pool_03,0.0008788936883635246,0.00042840500880866883,1.0515485820476242,55
20260920,16,8,3,16,4,0.0,second_moment_mmd,pool_00|pool_01|pool_02,0.0005983124552522423,0.00042840500880866883,0.3966047150477093,33
20260920,16,8,3,16,4,0.0,collapse_4s,pool_00|pool_01|pool_04,0.0005526490294267272,0.00042840500880866883,0.2900153314349958,23
20260920,16,8,3,16,4,0.0,spectrum_rank_l,pool_00|pool_01|pool_06,0.0005423692560550808,0.00042840500880866883,0.26601987582575126,20
20260920,16,8,3,16,4,0.0,facility_subspace,pool_00|pool_03|pool_06,0.0006668107645863286,0.00042840500880866883,0.556496191397554,43
20260920,16,8,3,16,4,0.0,kcenter_subspace,pool_00|pool_03|pool_06,0.0006668107645863286,0.00042840500880866883,0.556496191397554,43
20260920,16,8,3,16,4,0.0,dpp_subspace,pool_00|pool_01|pool_04,0.0005526490294267272,0.00042840500880866883,0.2900153314349958,23
20260920,16,8,3,16,4,0.0,conditional_oracle,pool_00|pool_01|pool_05,0.00042840500880866883,0.00042840500880866883,0.0,1
20260920,16,8,3,16,4,0.5,target_a_estimated,pool_00|pool_01|pool_07,0.01928271647412308,0.01481194119233431,0.301835878480435,3
20260920,16,8,3,16,4,0.5,isotropic_a,pool_01|pool_05|pool_07,0.030376277483234487,0.01481194119233431,1.050796522130081,14
20260920,16,8,3,16,4,0.5,bayesian_d,pool_01|pool_05|pool_07,0.030376277483234487,0.01481194119233431,1.050796522130081,14
20260920,16,8,3,16,4,0.5,effective_rank,pool_00|pool_01|pool_04,0.023314907616111075,0.01481194119233431,0.5740615840533678,6
20260920,16,8,3,16,4,0.5,target_energy,pool_01|pool_02|pool_03,0.06494963079904695,0.01481194119233431,3.3849506256925066,23
20260920,16,8,3,16,4,0.5,second_moment_mmd,pool_00|pool_01|pool_02,0.017109117532077195,0.01481194119233431,0.1550894855653189,2
20260920,16,8,3,16,4,0.5,collapse_4s,pool_00|pool_01|pool_04,0.023314907616111075,0.01481194119233431,0.5740615840533678,6
20260920,16,8,3,16,4,0.5,spectrum_rank_l,pool_00|pool_01|pool_06,0.022413247474955905,0.01481194119233431,0.5131877168507483,5
20260920,16,8,3,16,4,0.5,facility_subspace,pool_00|pool_03|pool_06,0.15238992667846865,0.01481194119233431,9.288315670422435,36
20260920,16,8,3,16,4,0.5,kcenter_subspace,pool_00|pool_03|pool_06,0.15238992667846865,0.01481194119233431,9.288315670422435,36
20260920,16,8,3,16,4,0.5,dpp_subspace,pool_00|pool_01|pool_04,0.023314907616111075,0.01481194119233431,0.5740615840533678,6
20260920,16,8,3,16,4,0.5,conditional_oracle,pool_01|pool_04|pool_07,0.01481194119233431,0.01481194119233431,0.0,1
20260920,16,8,3,16,4,1.0,target_a_estimated,pool_00|pool_01|pool_07,0.07644282176170167,0.05715844497758435,0.3373845595638582,4
20260920,16,8,3,16,4,1.0,isotropic_a,pool_01|pool_05|pool_07,0.12349523995538866,0.05715844497758435,1.160577321580729,14
20260920,16,8,3,16,4,1.0,bayesian_d,pool_01|pool_05|pool_07,0.12349523995538866,0.05715844497758435,1.160577321580729,14
20260920,16,8,3,16,4,1.0,effective_rank,pool_00|pool_01|pool_04,0.09455277794212927,0.05715844497758435,0.6542223634532,7
20260920,16,8,3,16,4,1.0,target_energy,pool_01|pool_02|pool_03,0.24740435566903532,0.05715844497758435,3.3283954937202913,22
20260920,16,8,3,16,4,1.0,second_moment_mmd,pool_00|pool_01|pool_02,0.07204362654142807,0.05715844497758435,0.2604196382473525,2
20260920,16,8,3,16,4,1.0,collapse_4s,pool_00|pool_01|pool_04,0.09455277794212927,0.05715844497758435,0.6542223634532,7
20260920,16,8,3,16,4,1.0,spectrum_rank_l,pool_00|pool_01|pool_06,0.0902651640577111,0.05715844497758435,0.5792095829953054,5
20260920,16,8,3,16,4,1.0,facility_subspace,pool_00|pool_03|pool_06,0.5990365540187511,0.05715844497758435,9.48028080983787,36
20260920,16,8,3,16,4,1.0,kcenter_subspace,pool_00|pool_03|pool_06,0.5990365540187511,0.05715844497758435,9.48028080983787,36
20260920,16,8,3,16,4,1.0,dpp_subspace,pool_00|pool_01|pool_04,0.09455277794212927,0.05715844497758435,0.6542223634532,7
20260920,16,8,3,16,4,1.0,conditional_oracle,pool_01|pool_04|pool_07,0.05715844497758435,0.05715844497758435,0.0,1
20260920,16,8,1,16,8,0.0,target_a_estimated,pool_00,0.003139355724899817,0.003139355724899817,0.0,1
20260920,16,8,1,16,8,0.0,isotropic_a,pool_05,0.08104973882855337,0.003139355724899817,24.81731601350778,6
20260920,16,8,1,16,8,0.0,bayesian_d,pool_07,0.08023445657341988,0.003139355724899817,24.557618697696423,5
20260920,16,8,1,16,8,0.0,effective_rank,pool_00,0.003139355724899817,0.003139355724899817,0.0,1
20260920,16,8,1,16,8,0.0,target_energy,pool_02,0.028562844063641346,0.003139355724899817,8.098313974773546,3
20260920,16,8,1,16,8,0.0,second_moment_mmd,pool_01,0.008993192774018388,0.003139355724899817,1.864661912216201,2
20260920,16,8,1,16,8,0.0,collapse_4s,pool_00,0.003139355724899817,0.003139355724899817,0.0,1
20260920,16,8,1,16,8,0.0,spectrum_rank_l,pool_03,0.057122775315952834,0.003139355724899817,17.195700112250176,4
20260920,16,8,1,16,8,0.0,facility_subspace,pool_03,0.057122775315952834,0.003139355724899817,17.195700112250176,4
20260920,16,8,1,16,8,0.0,kcenter_subspace,pool_00,0.003139355724899817,0.003139355724899817,0.0,1
20260920,16,8,1,16,8,0.0,dpp_subspace,pool_00,0.003139355724899817,0.003139355724899817,0.0,1
20260920,16,8,1,16,8,0.0,conditional_oracle,pool_00,0.003139355724899817,0.003139355724899817,0.0,1
20260920,16,8,1,16,8,0.5,target_a_estimated,pool_00,0.1292566499586793,0.10626061037034584,0.2164117024002242,4
20260920,16,8,1,16,8,0.5,isotropic_a,pool_05,0.139450511807161,0.10626061037034584,0.3123443515065435,7
20260920,16,8,1,16,8,0.5,bayesian_d,pool_07,0.10626061037034584,0.10626061037034584,0.0,1
20260920,16,8,1,16,8,0.5,effective_rank,pool_00,0.1292566499586793,0.10626061037034584,0.2164117024002242,4
20260920,16,8,1,16,8,0.5,target_energy,pool_02,0.2149186163021245,0.10626061037034584,1.0225614698906516,8
20260920,16,8,1,16,8,0.5,second_moment_mmd,pool_01,0.131455876227136,0.10626061037034584,0.23710823577032084,6
20260920,16,8,1,16,8,0.5,collapse_4s,pool_00,0.1292566499586793,0.10626061037034584,0.2164117024002242,4
20260920,16,8,1,16,8,0.5,spectrum_rank_l,pool_03,0.1239909748044036,0.10626061037034584,0.16685735544208558,2
20260920,16,8,1,16,8,0.5,facility_subspace,pool_03,0.1239909748044036,0.10626061037034584,0.16685735544208558,2
20260920,16,8,1,16,8,0.5,kcenter_subspace,pool_00,0.1292566499586793,0.10626061037034584,0.2164117024002242,4
20260920,16,8,1,16,8,0.5,dpp_subspace,pool_00,0.1292566499586793,0.10626061037034584,0.2164117024002242,4
20260920,16,8,1,16,8,0.5,conditional_oracle,pool_07,0.10626061037034584,0.10626061037034584,0.0,1
20260920,16,8,1,16,8,1.0,target_a_estimated,pool_00,0.4931118666664582,0.17553539541286725,1.8091876598827066,7
20260920,16,8,1,16,8,1.0,isotropic_a,pool_05,0.2714515492959588,0.17553539541286725,0.5464205874689398,4
20260920,16,8,1,16,8,1.0,bayesian_d,pool_07,0.17869354032729276,0.17553539541286725,0.017991499133251206,2
20260920,16,8,1,16,8,1.0,effective_rank,pool_00,0.4931118666664582,0.17553539541286725,1.8091876598827066,7
20260920,16,8,1,16,8,1.0,target_energy,pool_02,0.7014008069296291,0.17553539541286725,2.995779912535033,8
20260920,16,8,1,16,8,1.0,second_moment_mmd,pool_01,0.46811904054815295,0.17553539541286725,1.6668071100253918,6
20260920,16,8,1,16,8,1.0,collapse_4s,pool_00,0.4931118666664582,0.17553539541286725,1.8091876598827066,7
20260920,16,8,1,16,8,1.0,spectrum_rank_l,pool_03,0.3843057451568535,0.17553539541286725,1.1893347734965298,5
20260920,16,8,1,16,8,1.0,facility_subspace,pool_03,0.3843057451568535,0.17553539541286725,1.1893347734965298,5
20260920,16,8,1,16,8,1.0,kcenter_subspace,pool_00,0.4931118666664582,0.17553539541286725,1.8091876598827066,7
20260920,16,8,1,16,8,1.0,dpp_subspace,pool_00,0.4931118666664582,0.17553539541286725,1.8091876598827066,7
20260920,16,8,1,16,8,1.0,conditional_oracle,pool_04,0.17553539541286725,0.17553539541286725,0.0,1
20260920,16,8,3,16,8,0.0,target_a_estimated,pool_00|pool_01|pool_07,3.662850268532081e-05,3.2944214402197414e-05,0.11183415206518471,3
20260920,16,8,3,16,8,0.0,isotropic_a,pool_00|pool_05|pool_07,9.62715491859556e-05,3.2944214402197414e-05,1.9222596723852727,17
20260920,16,8,3,16,8,0.0,bayesian_d,pool_01|pool_02|pool_07,3.6004759927987795e-05,3.2944214402197414e-05,0.09290085015917816,2
20260920,16,8,3,16,8,0.0,effective_rank,pool_00|pool_01|pool_06,5.598110409693602e-05,3.2944214402197414e-05,0.699269662754563,7
20260920,16,8,3,16,8,0.0,target_energy,pool_01|pool_02|pool_03,0.0010731417802730125,3.2944214402197414e-05,31.574514212772755,53
20260920,16,8,3,16,8,0.0,second_moment_mmd,pool_00|pool_01|pool_02,0.0006648217530836331,3.2944214402197414e-05,19.180227853279415,50
20260920,16,8,3,16,8,0.0,collapse_4s,pool_00|pool_01|pool_06,5.598110409693602e-05,3.2944214402197414e-05,0.699269662754563,7
20260920,16,8,3,16,8,0.0,spectrum_rank_l,pool_00|pool_03|pool_07,5.411796325166529e-05,3.2944214402197414e-05,0.6427152455654115,6
20260920,16,8,3,16,8,0.0,facility_subspace,pool_00|pool_03|pool_06,0.00012227598809266826,3.2944214402197414e-05,2.711607343246052,20
20260920,16,8,3,16,8,0.0,kcenter_subspace,pool_00|pool_04|pool_07,6.201208528150426e-05,3.2944214402197414e-05,0.8823361372177079,10
20260920,16,8,3,16,8,0.0,dpp_subspace,pool_00|pool_03|pool_06,0.00012227598809266826,3.2944214402197414e-05,2.711607343246052,20
20260920,16,8,3,16,8,0.0,conditional_oracle,pool_00|pool_02|pool_07,3.2944214402197414e-05,3.2944214402197414e-05,0.0,1
20260920,16,8,3,16,8,0.5,target_a_estimated,pool_00|pool_01|pool_07,0.05952443418880371,0.04735510578157687,0.2569802813524962,4
20260920,16,8,3,16,8,0.5,isotropic_a,pool_00|pool_05|pool_07,0.16844501665259987,0.04735510578157687,2.5570613532053827,21
20260920,16,8,3,16,8,0.5,bayesian_d,pool_01|pool_02|pool_07,0.22045009425552015,0.04735510578157687,3.6552550272474424,36
20260920,16,8,3,16,8,0.5,effective_rank,pool_00|pool_01|pool_06,0.057968439767311974,0.04735510578157687,0.22412227384072578,3
20260920,16,8,3,16,8,0.5,target_energy,pool_01|pool_02|pool_03,0.17535627809256643,0.04735510578157687,2.7030067866681318,26
20260920,16,8,3,16,8,0.5,second_moment_mmd,pool_00|pool_01|pool_02,0.06512509590950705,0.04735510578157687,0.3752497187925923,5
20260920,16,8,3,16,8,0.5,collapse_4s,pool_00|pool_01|pool_06,0.057968439767311974,0.04735510578157687,0.22412227384072578,3
20260920,16,8,3,16,8,0.5,spectrum_rank_l,pool_00|pool_03|pool_07,0.2145847797897799,0.04735510578157687,3.531396905320871,35
20260920,16,8,3,16,8,0.5,facility_subspace,pool_00|pool_03|pool_06,0.08760960836950321,0.04735510578157687,0.8500562278035718,7
20260920,16,8,3,16,8,0.5,kcenter_subspace,pool_00|pool_04|pool_07,0.18709604612774672,0.04735510578157687,2.950916021404707,29
20260920,16,8,3,16,8,0.5,dpp_subspace,pool_00|pool_03|pool_06,0.08760960836950321,0.04735510578157687,0.8500562278035718,7
20260920,16,8,3,16,8,0.5,conditional_oracle,pool_00|pool_01|pool_05,0.04735510578157687,0.04735510578157687,0.0,1
20260920,16,8,3,16,8,1.0,target_a_estimated,pool_00|pool_01|pool_07,0.23844301837013387,0.19011782398520544,0.25418550124310807,4
20260920,16,8,3,16,8,1.0,isotropic_a,pool_00|pool_05|pool_07,0.6756728937459235,0.19011782398520544,2.5539692154192917,22
20260920,16,8,3,16,8,1.0,bayesian_d,pool_01|pool_02|pool_07,0.876952449643069,0.19011782398520544,3.612678765518121,36
20260920,16,8,3,16,8,1.0,effective_rank,pool_00|pool_01|pool_06,0.23298394959582652,0.19011782398520544,0.22547136671392176,3
20260920,16,8,3,16,8,1.0,target_energy,pool_01|pool_02|pool_03,0.6699605432773026,0.19011782398520544,2.5239228454952096,21
20260920,16,8,3,16,8,1.0,second_moment_mmd,pool_00|pool_01|pool_02,0.2618295928066889,0.19011782398520544,0.37719645280110037,5
20260920,16,8,3,16,8,1.0,collapse_4s,pool_00|pool_01|pool_06,0.23298394959582652,0.19011782398520544,0.22547136671392176,3
20260920,16,8,3,16,8,1.0,spectrum_rank_l,pool_00|pool_03|pool_07,0.8586208447266905,0.19011782398520544,3.5162564284004563,35
20260920,16,8,3,16,8,1.0,facility_subspace,pool_00|pool_03|pool_06,0.35319500434434375,0.19011782398520544,0.8577690241806504,7
20260920,16,8,3,16,8,1.0,kcenter_subspace,pool_00|pool_04|pool_07,0.7469538140100294,0.19011782398520544,2.928899449575836,29
20260920,16,8,3,16,8,1.0,dpp_subspace,pool_00|pool_03|pool_06,0.35319500434434375,0.19011782398520544,0.8577690241806504,7
20260920,16,8,3,16,8,1.0,conditional_oracle,pool_00|pool_01|pool_05,0.19011782398520544,0.19011782398520544,0.0,1
20260920,16,8,1,32,2,0.0,target_a_estimated,pool_00,0.004109833364681265,0.004109833364681265,0.0,1
