sample_index,sample_id,domain,class_name,class_id,relative_path,content_sha256,byte_size
25,5ea3af127c216871c12ea082a5ec9a9631df1b10c32a0f675730e8b346751bc9,art_painting,dog,0,art_painting/dog/pic_026.jpg,39341b02e33b674b80ec858545239c47d28306a6d573f021a08c513719aaedf2,40864
26,e7aefe4460696b8bfdd816d1a06544904150c6a4cce9dce537c994b83e9f5378,art_painting,dog,0,art_painting/dog/pic_027.jpg,1be5a5f61bde548ed6680254c368fcdaf02b3500c36eb5fd92273c76b7ddd685,23822
27,ebbc7c5e303e21a30a27b2a94b1f74e57a4e372228cd3ef7aabd3bee4521e856,art_painting,dog,0,art_painting/dog/pic_028.jpg,2b523b76ad18e174c5062ce52fed18bf8af27a365cc494469279ccf298072729,27604
28,994d8328ce8dd7c578869698bf55077ffefa192669dde01a66a1e1443de208b9,art_painting,dog,0,art_painting/dog/pic_029.jpg,dfe5dd7c9620ac6feb194af16deceafc8ba1511d84143efa58821093973dbb52,25637
29,ef7390dc4d53077601f102317c34d75ae0308e88dce3085e2f6fddc0ba38b09f,art_painting,dog,0,art_painting/dog/pic_031.jpg,1d957c9b6940c3b381bb57a8fd1789e74973c1ab6ba1e692a57fb2043c0ec2fb,32531
30,f1bac2b6fcfa21250b5fe404db6f0c5c6cc31760ffbd1bccfb7cec54eb81c3e1,art_painting,dog,0,art_painting/dog/pic_032.jpg,e33ed911c8dca74bedc0344340a4a4c187373def401df82eabe13b0eae965624,24696
31,dd8fa360c48fa53fa6950acee9d7935ec6bd2db90ee71c34eacc16f68594db8b,art_painting,dog,0,art_painting/dog/pic_033.jpg,8d31ae1065bfa17edb3f4ca50f9ef7048b2c353995faf1ba1573185772f3a85d,26369
32,b4d285774275e8a7ca57b93dcf914d46356794d64e1956981011ecacb1c1d339,art_painting,dog,0,art_painting/dog/pic_034.jpg,29ab7b6a52faffc35f0df27c91b20e1bfbc05e0d9a283d34c6b7bcb4adf10dd5,18336
33,c69d1aa1f011419776e08c63937f205f1092887d58552e82d9cc35ce8bce4f62,art_painting,dog,0,art_painting/dog/pic_035.jpg,d8ee60256c2305a5b53e3bcb648efd60dfc2fb9da0db8062f174ea34414bcaab,26820
34,bc95b61e63f257b3d8d6db05263578c053d20d23061d1ed938a4cef6c67ca184,art_painting,dog,0,art_painting/dog/pic_036.jpg,d4a30200301d178bc4e053621ecb94b4b4753dd2eeb3c7ee5d7aac89beb62f50,23005
35,8f13c879eec8749842ced17a38de8272177a0dce5ce935003ac7516bc26ddb63,art_painting,dog,0,art_painting/dog/pic_037.jpg,25d2efce98b763b262d6d377155192de5f08b4d963a6579bf2d398f7e5f5ae95,22341
36,634bb10d0bc576bd3f032c6b62d7542c1c0982e9e3a1ba4aea1625ead7f5d2b7,art_painting,dog,0,art_painting/dog/pic_038.jpg,859ca0214bc07717d2f6cbafcf9c190c56aed2970ce5ed95876e6ae63ffbf4c1,38988
37,959f05cb33ed1d1116213091e1bf2bab8bf558a2535768c9c4b3283c749ddef4,art_painting,dog,0,art_painting/dog/pic_039.jpg,5049ccebf5447fd224f45c0a4407d22bc5e8696641f09079343b8719e41e61db,24777
38,a4ec63725a325428bd65ebb02ff19b223351acc940b83541349baec3e4a0da21,art_painting,dog,0,art_painting/dog/pic_040.jpg,afd39a00c02ee62faf3e33a543cb132b0bf9617d3f744783ba609d352f0156f7,24498
39,a81f13fca755f2cf6f7880e55c3ec3334e42e1b3137ee27f3209e82e162a14a1,art_painting,dog,0,art_painting/dog/pic_041.jpg,e1a818e2502c4e4061d40bbdba3fbf78d8cff60136c38d555884764ae1bd8e68,21436
40,8cf620ae592efc1e9c45145b9d0fa2a1e0e544e2c112a4204f0866ba8f2cc680,art_painting,dog,0,art_painting/dog/pic_042.jpg,b53adb1447f88e2660ef80603e0dc7fbb9f4da7db68ba65ac36784708c0481f9,23706
41,ce94200c8ceff7bb1d32fcefb4649d7b31693bc5a359ebf3f7b96ca89c9da2ac,art_painting,dog,0,art_painting/dog/pic_043.jpg,9c18b0b200852e98ac3f894208d4db207408d3794c293905e9fceb4417aa2846,21686
42,70d9b8e11596310026f6712c2921f0cf6c1801d14e46061ab0fdf999c29952a5,art_painting,dog,0,art_painting/dog/pic_044.jpg,1954b069f53095b018bde6de725bfb08e0f1ba31cb6fe1900592cd62cf68e926,19705
43,ebd18afe4d2ea7ef8a9d2021b8e9d6b03b982cbd0d4075eea11a3df5d7aab2ff,art_painting,dog,0,art_painting/dog/pic_045.jpg,478723fc1d1fff1534ca912b13cfd227976838e13434584d57f7fa756c7ce086,31250
44,c0e13285ba09c8021d848acae50033197b6cd15a24667ae32826a0dc0d0a4c21,art_painting,dog,0,art_painting/dog/pic_046.jpg,b1fed2a616f382b4245ebaa77549787ced177c19d56b54cf89c49e9646817667,19978
45,a1c5db106b45c4ef8963e2c664be9cadef2e2b8666dbdd68b4e2bcde6d277f75,art_painting,dog,0,art_painting/dog/pic_047.jpg,58c9036f1cf6cbfe52eb51e4739b7378c34ea88f60e7f23c720077d961dc6a58,31119
46,bc4852ca3596ba238dff48f0b5d238d190d1966ccaff944007cdd597e73dba3c,art_painting,dog,0,art_painting/dog/pic_048.jpg,8b90c5740e89d6dd091834979cf4202523bf98dace0cf1c478cc733217130d3e,30820
47,a631d4bb6008f4ea4ddb4370a14dcfcd022c3e3af488c11112beb2ccc80f8749,art_painting,dog,0,art_painting/dog/pic_049.jpg,511f1c54c4587f9183f45afd05885ca9737e4d3284d0e5321424b9f79449aed8,30684
48,5066218bc58bdc83274dc5199cd2779b48fdbc3c93a04d3b06aed664d50b2b54,art_painting,dog,0,art_painting/dog/pic_050.jpg,d04290d1c4717f18187c516a32faad6653cf3d5e60c2a15ea6fed9a4282ffcce,24138
49,b00d542a8b2b6013a7a25b64c3ab7639f9a974af62d6b36e08c6b2b44348122c,art_painting,dog,0,art_painting/dog/pic_051.jpg,80940286c112fd7aba94413c06c4854cb08841a5bb88592aa261f4e4feaadf76,29806
50,b009506afd03d95ec0e7d49cba2cd3f0610a59871eae3af54d778b5022921a89,art_painting,dog,0,art_painting/dog/pic_052.jpg,afa7020cc59e1a2744d846fd93d414f608cb6fcea997edfe8fb2b1f35ef04e89,23299
51,2e50e58f4b9092d1355ee9c1049902559ac0cbb5df20ae61bc1a6d3f76e27180,art_painting,dog,0,art_painting/dog/pic_053.jpg,b06d716f5907ca583d768a85c18ed3ea743dbfa56514563f297f5e2aeb00f425,34059
52,324d45e80b7cff3cca981dc139ea7730fc9f1fa924acfca93151aab7a3eef01e,art_painting,dog,0,art_painting/dog/pic_054.jpg,faa6e28dd6be0dd14069d09645be449829bca2336909c9af7547e43141d00b91,34439
53,9aabe135031f9d786d2bbf0fcf2e504640ff6a0fb25f1ee56754e77a2782b9b8,art_painting,dog,0,art_painting/dog/pic_055.jpg,0cddac5031f233fde95171f7adcb84244bc5d61f85f60c99af4667f0a84557fc,21358
54,f3af9c44b648a4490eeaa2dd57bef408dc8937714944bff6d23728a45717eff6,art_painting,dog,0,art_painting/dog/pic_056.jpg,55e7a21db688d1a0078567c3f1af9a7ee0c4c24a61598172468aa51989bd5aa4,24807
55,10a3bfb03b117a2e7c8c8e334ac4b7fb9106319f7876e9a64dde5b9c3ec2ed7c,art_painting,dog,0,art_painting/dog/pic_057.jpg,c5e886ae4344c439c26c8d518cb5eb004a3020ea04360dfeb39f3c31f23a25ea,36492
56,2833cd5aa91aa869ccb1308f5b4c96e827cd2e4e49c250fadd36526441e01e0f,art_painting,dog,0,art_painting/dog/pic_058.jpg,48d6041bd90dfa862052a83562a5516978e207cb0de0f2648eb22c8accda4db8,21626
57,eae7e1051c1349f945f95da996c92697c754322fd10b4141c161f4b3982952b1,art_painting,dog,0,art_painting/dog/pic_059.jpg,e85f2d6ee8c55f7c5c99a897befcadeaa8f20734b63d420bf0a69255c46c1f46,16667
58,7eaa6f9b6aefc83e6b6ccded29b811d2b469697d503660b00c919129d7f1bc5c,art_painting,dog,0,art_painting/dog/pic_060.jpg,e04b4cd09b77a357769d64de5a630f99a9d347243b12d6a3ebab439bdc88e8fe,23180
59,c6bab7ca2e6dc861c139e71623dd173ccdd9b581a07b5c37e0609851c76affd5,art_painting,dog,0,art_painting/dog/pic_061.jpg,b1f5e922b1018b8caec316c522cf93e589c7dffba8a890bfbad4c9b9048e3eda,26556
60,9ecccf1fd2ca9d282b19d2bb2a25a1c1facc42d3a0c4ed227c7bb4e63e7eab8c,art_painting,dog,0,art_painting/dog/pic_062.jpg,7ae1d6bd7bbc42fe24a1091cf0f6b73a745e01e40028bdb70a792a05b4dc6a74,21826
61,3ede90f4fdd58e5c6ab3a4aac04c21eb1d57c827ae5fea17d855750e85709f5d,art_painting,dog,0,art_painting/dog/pic_063.jpg,08b2cfd93058e2bf6d85637350486df6a59f2b8b3b8e50bde8a0154d6a376232,19197
62,fd61fe22888b70978d486e9f8122746a10c0e585e6bb6a926670cdea296f0c9e,art_painting,dog,0,art_painting/dog/pic_064.jpg,997bc26679e9024036b04b969bed55a42fcceea41c0cd5c3bb18e6a9b18699b2,23877
63,5d5d2317fb3107477ff736c009c308642f885bc1341e7e880087c9ffcec28de2,art_painting,dog,0,art_painting/dog/pic_065.jpg,2fd3c5de4102c3b16f24c5d8da59884a47f47a944c37cfc3b9c62ba836a92ad7,20141
64,4cafe678dedfdcc477ad45c65e20e27719756b24c3bce6f85890632d1da9c1c2,art_painting,dog,0,art_painting/dog/pic_066.jpg,7b54ddcb4b16226bdd17baea5b5e74b1062050b8221b64f2e002728470300f1e,11288
65,ceea6d18ca5d9189d341acc96a5fb5cc55290147b80ad0703e60f0f7e1085ed3,art_painting,dog,0,art_painting/dog/pic_067.jpg,169d1e4a330a36b169e266e69e695779dad007c3a569012f805ad896a348975a,20776
66,d15cffd46bd082e01c16e2a050e56887b69f446ce658ef7a029d6a120a3856f6,art_painting,dog,0,art_painting/dog/pic_070.jpg,050ffc5d6b13024cc831721072b0e6f6940746c044519df12e445f9476751d52,20914
67,0e91d2767e966163e603eebce7feac02d21ee292eeb9908ee05a88bd1a3bc48f,art_painting,dog,0,art_painting/dog/pic_072.jpg,7c0fbf913e65ba5cb24ccfb3dc380d411f8857b02b852d55adecf3487c8fc080,25752
68,0592311e23a10b9e07ac7bab70bb83ccad75f5761373afa7521d4e55b5628bba,art_painting,dog,0,art_painting/dog/pic_073.jpg,dcbaa97383014b3dfbd398bb8f0efa96bdd0a34a8458c92338ff648ffb8c9cef,20735
69,b822e6de2aa6592726ff26ba7e4cd95273ab16fed0f328f489631c32de53f19d,art_painting,dog,0,art_painting/dog/pic_074.jpg,7328d1875a4d968bd530ba05fe6544a8967d27d10c544213e712df30e0b52b66,26572
70,a759e4d2884450ab22cdaf5f3bdcb9f7597afbb2b80510bc89112f625b5ffd8b,art_painting,dog,0,art_painting/dog/pic_075.jpg,d302bcfa31cda05dbec63f0a8c18540792c851bcb24ec21c9fc46aecce42e786,30884
71,a551ff37a2c61216ce5bc86ba24fbd89874ad1209a1e031cbf8260a0b39f56e7,art_painting,dog,0,art_painting/dog/pic_076.jpg,99593cb5b15ee4808be566948ada7627916cf4997ba3b154e2f002c871399ff2,28464
72,6162a18cab113a8887d099f9dd7002521a4975d97c564fd08ef74a0ac366e3a6,art_painting,dog,0,art_painting/dog/pic_077.jpg,c3e8467645c4300af66a21919299348ba4b7f2aa6507b94491ad71e4e571b996,30850
73,83a630ff383472feb01bef591a6499ca1dc21abae7b11cd07021d99dac042a6e,art_painting,dog,0,art_painting/dog/pic_078.jpg,eff10c937aeb8508a962644ac9118db77d1cb07332c38bc7fc77873e1fa941c8,28137
74,39eeffc6cec908410e8a6221320e4f4faa5ddb5eba6bee3ee05963d72eed80ff,art_painting,dog,0,art_painting/dog/pic_079.jpg,f635dcdf3542bbcc10ae859594aec2ae53672bd2b8bda92380db50371d6abfef,30845
75,36682e7954c3c1fcd140ad8609a3785837ba6791df16052f64d6ba508b6e9ed6,art_painting,dog,0,art_painting/dog/pic_080.jpg,e1c8ee74df0436ab8787336041dc0d3617328b17b0ffb54a3e89799587059b61,22337
76,14896989960374058e77db3c11a65f0c2cf9d494a36fba1b383170b76165b228,art_painting,dog,0,art_painting/dog/pic_081.jpg,ddca07e4874c59919527fcaea874ece3d1faf906fb121fad0d01209ad69beee8,27745
77,ab5c58f2eaaf354328c643bd031d878c5c7c5c1a73f121a6181a9ff0eefff61e,art_painting,dog,0,art_painting/dog/pic_082.jpg,280ec831c280a5d721aafaafdb55db79a60a9bbda794140f6919505aa149f597,31240
78,401dc1705e35dd0e8558b283b19989c247283a6086c7cf4b1452c06293a2a26e,art_painting,dog,0,art_painting/dog/pic_083.jpg,3d9288241d95ba95070162a5378171048032603b461a7ef862f3405dc68d591f,29618
79,571a7e78e7b170c98e275e0d0bea3fa8dc6e990049246b12f3782d8e6f061acb,art_painting,dog,0,art_painting/dog/pic_084.jpg,a9c0fc018af8f04daa820585ec4f786ddc821162f6ab108293714f0afa9b4487,35292
80,4874cf36a09632e7d5373f67618b570702f52084ed41a4e5d0cc47d674b1194b,art_painting,dog,0,art_painting/dog/pic_085.jpg,8e5db1e2c23de3d1251cd003fcccd0b07db5bd9e830428ebad84d96d93899d74,22422
81,495bf871521adedd75088067d3914fc8904eb8c0f609e259da171494343681e6,art_painting,dog,0,art_painting/dog/pic_086.jpg,739aed2916a8707ad769cf38434ae26aa48f374ccda44eb857cbb829e061e16a,25557
82,1da6e9ef24b39fe84ada3def496d709af9fcb37f7e23615c187ba4b0dd300912,art_painting,dog,0,art_painting/dog/pic_087.jpg,1c426739372dd8c8d868383486ce67cca201dafb19bc36bc5043c70806e49598,19105
83,3bed187a476fe1099138d096b1f78150cda3fa7a7be76f464d310980b9950c79,art_painting,dog,0,art_painting/dog/pic_088.jpg,18b5c0d3290b6162e81a8f77538d7ce7b671bd6c377004c7bd0d45d9558eb354,33965
84,7e1b41bfb97f1377db4d87f08dc475bd22c59dd0a30b41d172348cc3b844923d,art_painting,dog,0,art_painting/dog/pic_089.jpg,a493379034b7efc4829e506767d276c6d81bf695d65db24cc339a7f48512fd31,23991
85,ec4e57dcadf5a0111628b80f5ea3919ed5d3a97d71221f49d68d119ebdf28e8b,art_painting,dog,0,art_painting/dog/pic_090.jpg,659022ec8ab58de3d5f0a9bafe715fb5a183a01e09883bc024b14be72552138c,32343
86,8d9b61390b8a341dd1cc8519fcbadafe00894d6ca8d271e5250b9ee7c8335acc,art_painting,dog,0,art_painting/dog/pic_091.jpg,6d0132081492851549fa164c9ed740d0774c2709e8e1a2e332a1c8633817b8df,33935
87,3648b2bf41493af59420b4b0d3083164cc83560f018cb6a8c2ff5de35ad04e84,art_painting,dog,0,art_painting/dog/pic_092.jpg,5ddcb4fc2d3e2297112b22bb931985eca7f8810974729339b15489be202af61a,25672
88,cea9eba5e5d56d2b9184f8be344b12674ce807e8baf05c877e24d8b21718fba3,art_painting,dog,0,art_painting/dog/pic_094.jpg,7bbce9587f2b317654885166a45f8abb101eb08561deb9d7c62811bc5920cac6,19689
89,9b735c96e93685fc4194eacb8096bf1eeab0be52ef6fbfc4f15b648f4369fb34,art_painting,dog,0,art_painting/dog/pic_095.jpg,01064f3c5f73ffa44235b5c9b205af461a6416db15ca02bfaec21f0fc4fe607f,30404
90,9ec01d880bcad942a5c5bf2633575ae1ca627744eb562d149d68c973d42ea3b1,art_painting,dog,0,art_painting/dog/pic_096.jpg,a9ec9f9ec3bcc1b91fd00598c8957a8f31a0ffb507bf108ae6d910e13629f618,23679
91,8398ed292c08fff191e2ca6cb5a567b338390ce790846c190010dc92490de374,art_painting,dog,0,art_painting/dog/pic_097.jpg,2d1c70f6d2b58fc84655c46fb3d946da9ffd185891c05c46c5f164ee7957e0cc,28299
92,56e83b5576f5c2d2074a94beec15d2a23a7db8e61feaa759022a51bcd9a21fa2,art_painting,dog,0,art_painting/dog/pic_098.jpg,c5f55db22df859fb06cd73900e30a55d3254b2aebaf397d2569d9f5c80e1863c,23711
93,32b44e675d080bf26e545aa2918bb5e8c1f6dd00f560b3ed65af01ff7f34ce8d,art_painting,dog,0,art_painting/dog/pic_099.jpg,1c0adbaa1a929963407cf258eaee7a17799aaade68a3c289c49f71c641846b30,30177
94,666822618fe613a41eef2521bb0668f19926190826548c672ceeb4bdc3c43723,art_painting,dog,0,art_painting/dog/pic_100.jpg,506df59429455fcbdecb5b52d579a5ee603aa6d276ee004bdddc8aaf216b7809,27819
95,6d4e3354ffde429ec00f6a84b954e8ba40ea7e6ea13fb06bb37050ff44b8a30e,art_painting,dog,0,art_painting/dog/pic_101.jpg,88b0eedec8ee43b1199b0b07952c8416f9e8ae89e8306b8049c23cd0dbfbc46f,22981
96,567bf89202866a849e3a050fa269caf80c864d4a1a77eed5d181be6a3d71b2a2,art_painting,dog,0,art_painting/dog/pic_102.jpg,0dcf39c560fb60eedc9ddadde8c5e590bc0d781a6c7ce162d8bde128910d1c17,32832
97,35483fbb0516ed1c0cd21d8b9f76953abde89f82a65825ba65612bedca30ef7b,art_painting,dog,0,art_painting/dog/pic_103.jpg,47580b6b1b0cb6dc7e7158bf79083b87f1d5ec70638b1fa7d372fa1db3b58256,27372
98,510c7f433066243f3a9696aad8ba49562e48ff7ee653fe68f0d82c66df95afaf,art_painting,dog,0,art_painting/dog/pic_104.jpg,96d2632907cb53dd2ea4e56290a1dc17970c9ded693841aa4830491c721a06c5,26994
99,c2d3a990e77f5ab8de43a3a6ac6dd77356180e87993bc4184dedc03dfb627f81,art_painting,dog,0,art_painting/dog/pic_105.jpg,e08a8678c8c3bbfee5aff427eb291d0a5b97c395acc0a40cdf54b0b7f99b03f3,25795
100,ad62ee6220a54752b98983e9d15bcf84f58ea1b34c544df7cf611c3fed4d4454,art_painting,dog,0,art_painting/dog/pic_106.jpg,d65d691e516235fe061b5a76bf7d6b73cc28f76548492a37efa2cee29e3aac91,26497
101,3810b50687393ed6be64eaad1ef9213cbe4b30cf34f473362ee831b2e37ddcb2,art_painting,dog,0,art_painting/dog/pic_107.jpg,45829332cbeee8af75e36932ed1f6477f5853a397bad7967af50e37fecb54c5b,24991
102,95c74a7f5504524c880017f08e865fb7fe3d3b0f69b9a693f2272e8b2d2d3f5b,art_painting,dog,0,art_painting/dog/pic_108.jpg,4ef8e2d527fbe8a626340768b661ddc9ae1c08b6f60ab62526533470263f02a0,22576
103,a604d032cc19230f983198af8d122b45d63706fbaa782c4e4cb26c5453ae4736,art_painting,dog,0,art_painting/dog/pic_109.jpg,0053d6763a14fcc1a55e17de3954d6e7cf6d0eb0678b4c009ece8f40d92c863a,22045
104,f9e2e7d04381db94025cbc79b7b90600b67eb2fee6a65ed7186ea3826814cb31,art_painting,dog,0,art_painting/dog/pic_110.jpg,bb0e4abbaeb693618e40f28a064760bd701d651e1c2797636b2d1b8222a75b41,22201
105,7dda34ec15e1d44061b179a5403ff78fdcc192bc70c94268561115299e0f57b8,art_painting,dog,0,art_painting/dog/pic_112.jpg,bed923da6f1d15183dccb718e9b3a78f4986276712a57b696ca76c513c12cff4,19669
106,f078405231d2d42b8df97c59ffadd1a8c236dde5f36c5e915b2bb2c113a7f3a2,art_painting,dog,0,art_painting/dog/pic_113.jpg,09f8c277998cf948d9fc62fec31780aaf058a359338dca8bbdb9644d9410aa4e,23925
107,9ea98d9e6d11d12b041b707bd4b511c7e56fdaf4d4426e94169301a659a46a07,art_painting,dog,0,art_painting/dog/pic_114.jpg,49f0beb4b04768d3f9fe3071b23689e106ec5fa0263282ff0b146ecb316c0574,23263
108,33f0c6891fbfac6279f72d241776c594666d5ac59625b2a77c398f64af6ce23a,art_painting,dog,0,art_painting/dog/pic_116.jpg,5e614d492c58d41a0537270da76ef6220adb65c057daa1caa13916ae83e600b7,32479
109,bf9a480ce1fdd6b8a69582079fdd0da82de6f1a87528ba2955e1ea11d09e2d04,art_painting,dog,0,art_painting/dog/pic_117.jpg,1e528fd11b4bf03bd2d24ab9f010aef1082029d4b63c3a4f3b271772a5d1d54c,19474
110,d1a10b998aa991934b3112d2106c7cf31be7cddfedb44627aa1f66a5c6893f8b,art_painting,dog,0,art_painting/dog/pic_118.jpg,ef961ea4f88bcabe51c0c0b114a6dbdabd0770f7b628f62cb3623c3428ce95b9,31710
111,5fcd8c463ee3952069c69b57dbc078f36112191d554e7e8b203b8a6f416bc71d,art_painting,dog,0,art_painting/dog/pic_120.jpg,202d88175dc0d7b3ea6944157fc4c7a5a35ea130034285d9847bdd66f8b7d27a,36213
112,0de0c5f04d83dc5bfd6327c4558df521d3c8e92c252d1306ba41b663eb6d2714,art_painting,dog,0,art_painting/dog/pic_121.jpg,9aff821433e7c4f0fe21cf81472f4e3b4cd348b63a85f499e49ccf2f55d956a7,22984
113,96c8802eed9ccc1da3321d9a8e0f58cc54d64663814255b9df022541235641fe,art_painting,dog,0,art_painting/dog/pic_123.jpg,484441db7778d3c85dd047a6c649ff23c32f1a6a98f421789ec19b9b1cca95d3,20110
114,833b61b0226018b8ffc20e4e6f9f276d587855fbfe48fefe6342d8a693320a8c,art_painting,dog,0,art_painting/dog/pic_124.jpg,084e911753518c1f172d6bdf5bea891314e73962215b8f7c6253681fb102282e,18042
115,f5052123e5a6578d6f33a8ae2d3ec2a14b5203ded1c767e0f660072ea87cc06b,art_painting,dog,0,art_painting/dog/pic_126.jpg,d6519d5c55a6cf087b4f9c2b1f4d760303f54dfee643ad2fcdf316595e7f4312,21251
116,72c0ab092c8d3aeb00a12bb4c27a0deb8b5f8f06284011801dbd80dc7474389e,art_painting,dog,0,art_painting/dog/pic_127.jpg,cd5349caaad6571e3c96334b499a30fa7b5508182076ef4e61ebc3a480c6df6c,25754
