encoder,target,shortlist_size,oracle_source_family,dpp_best_candidate_recall,rank_best_candidate_recall,dpp_validation_regret,rank_validation_regret,dpp_minus_rank_best_recall,dpp_minus_rank_top3_recall,dpp_minus_rank_validation_regret,dpp_minus_rank_normalized_validation_regret,dpp_minus_rank_test_regret,shortlist_jaccard,dpp_best_candidate_family_recall,rank_best_candidate_family_recall,dpp_minus_rank_best_family_recall
resnet50,flowers102,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.5,1.0,1.0,0.0
resnet50,flowers102,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
resnet50,food101,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0
resnet50,food101,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
resnet50,gtsrb,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.5,1.0,1.0,0.0
resnet50,gtsrb,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
resnet50,oxford_pets,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.5,1.0,1.0,0.0
resnet50,oxford_pets,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
vit_b16,beans,3,stl10,1.0,0.0,0.0,0.007027724306480465,1.0,0.3333333333333333,-0.007027724306480465,-0.306179669003171,-0.012499999999999956,0.5,1.0,0.0,1.0
vit_b16,beans,5,stl10,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
vit_b16,dtd,3,cifar100_shared_images,0.0,1.0,0.00010639190673833454,0.0,-1.0,-0.3333333333333333,0.00010639190673833454,0.004477986377921643,-0.01095746755599969,0.5,1.0,1.0,0.0
vit_b16,dtd,5,cifar100_shared_images,0.0,1.0,0.00010639190673833454,0.0,-1.0,-0.33333333333333337,0.00010639190673833454,0.004477986377921643,-0.01095746755599969,0.6666666666666666,1.0,1.0,0.0
vit_b16,eurosat,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.5,1.0,1.0,0.0
vit_b16,eurosat,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
vit_b16,flowers102,3,stl10,1.0,0.0,0.0,0.003267983595530377,1.0,0.0,-0.003267983595530377,-0.08912680794670222,0.005840051174163863,0.5,1.0,0.0,1.0
vit_b16,flowers102,5,stl10,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
vit_b16,food101,3,cifar100_shared_images,0.0,1.0,0.0004133340040843869,0.0,-1.0,0.0,0.0004133340040843869,0.011787089967432818,0.0015199899673462025,0.5,1.0,1.0,0.0
vit_b16,food101,5,cifar100_shared_images,0.0,1.0,0.0004133340040843869,0.0,-1.0,-0.33333333333333337,0.0004133340040843869,0.011787089967432818,0.0015199899673462025,0.6666666666666666,1.0,1.0,0.0
vit_b16,gtsrb,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.5,1.0,1.0,0.0
vit_b16,gtsrb,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
vit_b16,oxford_pets,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.5,1.0,1.0,0.0
vit_b16,oxford_pets,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
