content_sha256,sample_id,domain,class_name,relative_path
06e7a37bb62df0565f17ecca6d2358ccff7ff8b0460360b3bb2fad3d12ed4011,8b5f7c2b0e075f2b90ba0ed3afa297b028d1962feb5028dc6409c8be1eb2f3da,Product,Chair,Product/Chair/00008.jpg
06e7a37bb62df0565f17ecca6d2358ccff7ff8b0460360b3bb2fad3d12ed4011,8320b70f8bd1cb4d8bcc3e4e86b6968c0bb56521d8eaff5b0fd13f74aef7fbc8,Product,Chair,Product/Chair/00014.jpg
077e84a6620d62fd8de634440da0b10e30e6989b40ce7e526634c316c9ac83b2,bf91caeb6896024a404fc9a68e43780e383e5225894db9c72d695efa4bb11a0e,Art,Chair,Art/Chair/00064.jpg
077e84a6620d62fd8de634440da0b10e30e6989b40ce7e526634c316c9ac83b2,ae742c5a488ad4f3e2589c8af97cbbb8b7d30ae528f372c0951bfc4d059dc065,Art,Chair,Art/Chair/00066.jpg
0a704d2193078cf70b2de56c57dd2a3efa4fe89edb0f65946024e3fb9b6b507c,7325b3b2a2c094bd8aadcbefa132dfb4e23289590c4cdb83ac6360cbd72268d9,Product,Sneakers,Product/Sneakers/00021.jpg
0a704d2193078cf70b2de56c57dd2a3efa4fe89edb0f65946024e3fb9b6b507c,7dc953e3fc09d08fe37264a867e4fee98128502f08891421031ef924c01c8677,Product,Sneakers,Product/Sneakers/00028.jpg
0ab31365db53025e7f71208b7faf8ad2463808b15c6cb732f1d8a9f7bff2d66f,3d69cd72c2baecc9342a7ae8bf18bae5873d8822d79f962408bc6c556dbc855b,Clipart,Monitor,Clipart/Monitor/00080.jpg
0ab31365db53025e7f71208b7faf8ad2463808b15c6cb732f1d8a9f7bff2d66f,a901bef9278d3012ea09a0fc532c200c824584c1579b991c89c3f43baa245342,Clipart,TV,Clipart/TV/00050.jpg
0b27aa620aee863ccab228ac5b191e7841b94ca2f8569e146b031f964285b299,4fcc1e1bfbffbc199746ec05e3689ed1e5b8279434bf019730a8027948d352fa,Art,Soda,Art/Soda/00010.jpg
0b27aa620aee863ccab228ac5b191e7841b94ca2f8569e146b031f964285b299,19307550851ac1bc9265f9e8bb340ca5a9f9c50625d52824cbbf91eae78b0647,Art,Soda,Art/Soda/00018.jpg
0bb2c2ebec99855bcf69231b8e4327bf5d61de51b3a5409f376f39fbabf17197,37b755580747fddc8944bf007c896edfd591c3b68c7f081898f48c3d88f4b313,Clipart,Bike,Clipart/Bike/00030.jpg
0bb2c2ebec99855bcf69231b8e4327bf5d61de51b3a5409f376f39fbabf17197,5d43f21a5c0267093f960abcd5fb29824f9e42665bc15c5ad6c3d27f83489e6f,Clipart,Bike,Clipart/Bike/00046.jpg
0d0f50da7afa364a8430d6888030fd1b2133b40a18529f2d8e3fe7fecc132202,6e6cef05f72f623563647f346f26b77f716dd081e6a009842c28f61f21352b6d,Clipart,Monitor,Clipart/Monitor/00065.jpg
0d0f50da7afa364a8430d6888030fd1b2133b40a18529f2d8e3fe7fecc132202,5d05ec9b117adb4c573d9a1e38f1482937a1f752c4ab389fd56269f34a17ad24,Clipart,TV,Clipart/TV/00036.jpg
0d363499b8dc376eb5f2e6958f0043184ed26fe0433a45815cbde474f5facb82,fe3e22d6614e8dd546bfc770bd1bbd1e5489226b59c6cfe0dbd6f5aa9b4e7b1c,Product,Spoon,Product/Spoon/00028.jpg
0d363499b8dc376eb5f2e6958f0043184ed26fe0433a45815cbde474f5facb82,a8702d6288f079e07859100a322b65f914405a36ea2c2a1460edc08ff859b934,Product,Spoon,Product/Spoon/00031.jpg
0ddc6d90e75b61607cfaf95a387c8fc8236a1a6bc9452868a559c4a6a608ece2,f119c7021c48d2f2a294596df2315917320e9c29d176b1440d7d9866b15f9ab5,Clipart,Pen,Clipart/Pen/00040.jpg
0ddc6d90e75b61607cfaf95a387c8fc8236a1a6bc9452868a559c4a6a608ece2,e161a6a869c89e802d79bb9ae1a8b825be911480a4d552fffd4754c96302992d,Clipart,Pencil,Clipart/Pencil/00069.jpg
0e60a90cc24f7f20f914dee2b15e06939d3453bb9adb6130e0859ffddb0d3178,5034a64db70a48ebc8315a6a28b570f8278ebe4cee95a9086f33859f8a9765d1,Product,Computer,Product/Computer/00019.jpg
0e60a90cc24f7f20f914dee2b15e06939d3453bb9adb6130e0859ffddb0d3178,f060d4a7526c85709ce43f28afade9f1371bbea6024bb5010d1e1019b5d72170,Product,Laptop,Product/Laptop/00034.jpg
0ec3194a585fc816a9671b78b123a761c58af27055c26b8715a6e5b69cc3514b,c2d4e4936e9c3b3eba7385f4858410fb7d5b4ce57b07eade2abf6bf7af27c2a8,Product,Hammer,Product/Hammer/00029.jpg
0ec3194a585fc816a9671b78b123a761c58af27055c26b8715a6e5b69cc3514b,80e9740ea0e8ffe12d6ea51203ac4dfe629663b4e372898f7022c2052a234de5,Product,Hammer,Product/Hammer/00041.jpg
10e3070e393c64112448b4996a94e7709f578c64def41b795d62c51688c12807,cf987f7acd72e8cb61a1a8636efcd9996628a9a98048660846ada57048daadd4,Product,Alarm_Clock,Product/Alarm_Clock/00054.jpg
10e3070e393c64112448b4996a94e7709f578c64def41b795d62c51688c12807,30a5e3366deca7380706c4a96138302613a934a2b71e1c888e9abc3db89b0ba6,Product,Alarm_Clock,Product/Alarm_Clock/00055.jpg
10e5dce6190edc8864fb8cd842763afa4c47d0ee675c0ec8f36902382fa75ce1,78ca28a58efacea786c7583601ea02f07f6d0b78e02140c53751a1471fe7fc6f,Art,Paper_Clip,Art/Paper_Clip/00016.jpg
10e5dce6190edc8864fb8cd842763afa4c47d0ee675c0ec8f36902382fa75ce1,6b4ca2f0cce4a7d10a3017b0c2cf8c17394536636540800080f864bceb8229a4,Art,Postit_Notes,Art/Postit_Notes/00013.jpg
1273e34e242703c44c70a1a2c88d042a54661097fd3ac0e5b6ae0bae98f3a825,1af692bc9de9aef4abfaae2408cf93ab8dea45615936076d0dedb4c4928c9bf8,Art,Knives,Art/Knives/00061.jpg
1273e34e242703c44c70a1a2c88d042a54661097fd3ac0e5b6ae0bae98f3a825,ee060dee5af80749473b0e7fba58e8c54446d8aa90647cf98c4bc0d5513f7e04,Art,Knives,Art/Knives/00062.jpg
1288f70eb7c25a98d50f7b89ff31b6c3e474bd4ab73509bdb05b2a4f8dd9863d,cd03346bc17c103a624460441841fd8c625ad2123fccb33c142943abb9cb2cea,Clipart,Monitor,Clipart/Monitor/00016.jpg
1288f70eb7c25a98d50f7b89ff31b6c3e474bd4ab73509bdb05b2a4f8dd9863d,ce6a4abd594b01a22532952999ad63ceada77e6500ff75c836a2df412c135fbe,Clipart,TV,Clipart/TV/00008.jpg
12c026c782b75e758179ca9471601925e6cac0ada2d67a7967461260ee75bd34,78d6ef5b150fba2a67beb677cd64bfc08470bda0f48b73d0967d6d995b34ca59,Art,Bed,Art/Bed/00023.jpg
12c026c782b75e758179ca9471601925e6cac0ada2d67a7967461260ee75bd34,ab8beb6dd030922f9ce90c7112b10dc4f63cb0f6d29dd1b3a448205c10b5888d,Art,Bed,Art/Bed/00040.jpg
134df67badcc422de004ab0fcd8e21556c632ebd86c3bc307f33654307ec01d4,babe7119a73d9fd35823ad998bf3539590a7888647a9da0a758b40af54111072,Product,Mug,Product/Mug/00018.jpg
134df67badcc422de004ab0fcd8e21556c632ebd86c3bc307f33654307ec01d4,dac8be241f64138c5b2d33d54f1e00b7dd859b0fa626bc702b91fb53fa9c4850,Product,Mug,Product/Mug/00022.jpg
13d4f2585460a7f0674c903996835d7933fb82bf7019acc04ee9fb09a5bda2e1,67797839f8a2fcd4df9d1591da01751260a70026e4c0b4fd177da90a634de2a4,Art,Alarm_Clock,Art/Alarm_Clock/00015.jpg
13d4f2585460a7f0674c903996835d7933fb82bf7019acc04ee9fb09a5bda2e1,303cfb577a411430042c12fd04ad5d4fb48cc9483b2265d983aa68c419606b9a,Art,Alarm_Clock,Art/Alarm_Clock/00016.jpg
14a9bdc2aed1f1b47201a16cae65ea824c4dd48d37c7a39c39286bf1a4609c4f,725463a1cbeab4f3c649aae7a3ac662262beea8b9b7dc5fdac1832f91b8a60f0,Art,ToothBrush,Art/ToothBrush/00015.jpg
14a9bdc2aed1f1b47201a16cae65ea824c4dd48d37c7a39c39286bf1a4609c4f,ce897f4e347164c5ad14c462129a7634cb8894ec71d9f0c90264bb60c87666fe,Art,ToothBrush,Art/ToothBrush/00041.jpg
14c10e14e7e14081836c4f3a7698a3431d4298f02d434dc5d8a8e763f7fb2105,72b19a9b1f30a185bf7f37c0f605b124dcde7c6fe299722c222118aff51b8673,Product,Curtains,Product/Curtains/00057.jpg
14c10e14e7e14081836c4f3a7698a3431d4298f02d434dc5d8a8e763f7fb2105,fd72ea612e6cb998f262683d00f12c54af7227ef97fc9de210c5c760b48340d1,Product,Curtains,Product/Curtains/00061.jpg
161978f8cdc9ca38d0bec23fbd686b4096816aae32e2ea663a27a9a0ddae12e7,adc95422a6b75e9e47cae5884e4d98b183063d0a967281b0788bac4d0d19c760,Art,Mop,Art/Mop/00007.jpg
161978f8cdc9ca38d0bec23fbd686b4096816aae32e2ea663a27a9a0ddae12e7,1d4f6549be51c67411a135d50c8a02ee9fd3bd48493bdc0e51bcaf5a10b6faea,Art,Mop,Art/Mop/00028.jpg
164977155780af6351c433f37c19ac7de6fc67af111f913afd971f636b5ca9a0,464002ac6807356296aa27910961c0c4358b6dbb1abc5c1eb372014bf6989fcb,Product,Helmet,Product/Helmet/00064.jpg
164977155780af6351c433f37c19ac7de6fc67af111f913afd971f636b5ca9a0,9d35f006ee6a3d1f2616c4be0e75beb376fa80183c8aac48e59dde39a6fcbec9,Product,Helmet,Product/Helmet/00065.jpg
16f94d46308924e7aaa7762e8c4d150f4748d8d7a7546244df4ab63fd5abab0b,228dc9590346c9e1ed2cf95863c55e5dfc2d3bb7f05c36c210fd8d9165cdb1e1,Art,Fork,Art/Fork/00013.jpg
16f94d46308924e7aaa7762e8c4d150f4748d8d7a7546244df4ab63fd5abab0b,f1e91b083afd59291988bd81e1886a149873bdad669c0e8e72211ad9375cb13d,Art,Fork,Art/Fork/00040.jpg
17e21c317cc8f4e31bc1e24c6fd47ecdcaea0aa729f6bfc0d8fb2256349c318d,9871dfede84ef2d8d31e37a8edd6ad05af103e79e5adb205c812b57b0cae908c,Art,Telephone,Art/Telephone/00005.jpg
17e21c317cc8f4e31bc1e24c6fd47ecdcaea0aa729f6bfc0d8fb2256349c318d,4d435c50c148c69d018b2369ed7e98d14d1bf0af41f74e397ce92cde15fffd66,Art,Telephone,Art/Telephone/00026.jpg
181741227dbfd7df25e61a8a631a458cdd3d8b95f5b92816dca4f689642ed5c6,68ef2509f187d1a9537cfa7354a2b9834bb3c23e54a6c3b08baa168ae5c0b652,Product,Scissors,Product/Scissors/00010.jpg
181741227dbfd7df25e61a8a631a458cdd3d8b95f5b92816dca4f689642ed5c6,c3d91af6e4849cc523fa4982dec2a19d7a522de2fdf43b38837a159794d5bff9,Product,Scissors,Product/Scissors/00017.jpg
185652b176642b85e1ddcb68605006cc6ce4878371bf6b7df0c19f4d6c446896,ab61870c788b581e9c01b091f4768f44e217eb7df08a51ed8fe59a1c817cc1c2,Product,Flipflops,Product/Flipflops/00073.jpg
185652b176642b85e1ddcb68605006cc6ce4878371bf6b7df0c19f4d6c446896,db7c96fc4e0d10e3afc90ccad86e795eb5e0bced0de744ceffd488f0fc0e549f,Product,Flipflops,Product/Flipflops/00081.jpg
18806cbad8c38c88c203c949a11fabea1f4e67adef012fcb7cddc388d42e1e5d,316aabf02f3c2bdfb5085e0215994928a228975b72f9882499b016e70969d1bc,Product,Helmet,Product/Helmet/00054.jpg
18806cbad8c38c88c203c949a11fabea1f4e67adef012fcb7cddc388d42e1e5d,231d4eb3c25bdc728fcf2c0aeead454de62e36a057f2929bc0d80781877c0313,Product,Helmet,Product/Helmet/00055.jpg
18ca99a47298b6645b75f96894129db7bfdc731ffdc8aa470ae7e81f69690751,2cacf62f0e1668da0b44970f1179308aca366ae08c6da36eb76d934439ef48fa,Art,Telephone,Art/Telephone/00007.jpg
18ca99a47298b6645b75f96894129db7bfdc731ffdc8aa470ae7e81f69690751,6c083275384c77bce5b7b31b0653f21527b4d8cc551531f73648116f6762f8d8,Art,Telephone,Art/Telephone/00016.jpg
191b73979799016a04de7009cb2418b5437c3397b91f0e36d5a4eb38a825918d,c0512fa8a442d11622604ace1544352c120e572ea23b42f1c28d284741c217d8,Art,Fork,Art/Fork/00003.jpg
191b73979799016a04de7009cb2418b5437c3397b91f0e36d5a4eb38a825918d,74db1fee24b1020e2b1bf256896e6e2ea8718af6d3a2992f83713e003de688f3,Art,Fork,Art/Fork/00037.jpg
193a5ba48947ed38152fda013e74d43d13837782e6ef42ae1aca14a8b012fc50,a54535bc905fe07a78a8179ccf1a8b7bcc9a8fd3802c3b51328d6940f5c33bee,Art,Spoon,Art/Spoon/00002.jpg
193a5ba48947ed38152fda013e74d43d13837782e6ef42ae1aca14a8b012fc50,724068edd9e429d54d7a21f2a37a31d2b25b5d9f70ba76f3820dc216237472e4,Art,Spoon,Art/Spoon/00040.jpg
1b5458bdf5177a099640dee4104e13afd678d880aeb9fb4159caef28fd8521cf,c085bb3d7eff8b042cac5153b801f4292b4c9568149a3669a1c1b1b189f9bdf3,Clipart,Printer,Clipart/Printer/00036.jpg
1b5458bdf5177a099640dee4104e13afd678d880aeb9fb4159caef28fd8521cf,cdde21732de0ac1ea5969463fe28853735b57e9d7d85ed57c6bc4bbf7b62da8b,Clipart,Printer,Clipart/Printer/00041.jpg
1bfe3149b89aadfba4596dfbd41017a4d1acb18bfda5232dca9ccc9f0017d1e1,c4ccdf3c2196e983d537621599017e26fb66aafabbecfec15fb531ca3fe70439,Art,Monitor,Art/Monitor/00040.jpg
1bfe3149b89aadfba4596dfbd41017a4d1acb18bfda5232dca9ccc9f0017d1e1,892ac1af69ec1c4f7823303f8369807a8c9d5cd380dae2f5674fc596e880a177,Art,TV,Art/TV/00040.jpg
1c140075464062887bb9b876fb3964532953ce547f1a49bb95f694ed05bea547,51e307f088140fe9dbec425952ba6532ceb725c1a24a61facf5d126adc08301e,Clipart,Chair,Clipart/Chair/00060.jpg
1c140075464062887bb9b876fb3964532953ce547f1a49bb95f694ed05bea547,4b3926b5b7a07452e137e602b9e9dfc0bcd0b57cd586ae8ee6c6abdbcd859e79,Clipart,Chair,Clipart/Chair/00061.jpg
1c42dd98e141752f0cc25a5f342f73f200b4a66faaa9409453eaaa59cc3cc525,cc2e175eb61af4510bdf9cd0c1dd70b46394a41bf1b8592901e474cc62658e4b,Art,Bed,Art/Bed/00022.jpg
1c42dd98e141752f0cc25a5f342f73f200b4a66faaa9409453eaaa59cc3cc525,f04e64abb637f2761edf5f3ee856d9bbda89f7780c3d9a3a599bcc2a1ba02ba1,Real World,Bed,Real World/Bed/00007.jpg
1c6133498d85df906d316918aaf63e6d5e8eab1167df17e52440fcef6acff0bc,44b3c80fd777e01f8e2594e23204e0aad08917ffc69b19cb05b5f95ed0907abc,Art,Screwdriver,Art/Screwdriver/00002.jpg
1c6133498d85df906d316918aaf63e6d5e8eab1167df17e52440fcef6acff0bc,0cebf9b617cff313a1ac2e1f36b8099bb2af48ff5aa0c6b64263e2f58a0e1d97,Art,Screwdriver,Art/Screwdriver/00020.jpg
1c874f1552850c77797faad87df74755cdf7d02ec6809fa16bc7fd6c591ee067,48e0842d09b1f9d689e9be92640fd61a20ca6dea99b4b45aae7c3e894572b8fa,Product,Hammer,Product/Hammer/00028.jpg
1c874f1552850c77797faad87df74755cdf7d02ec6809fa16bc7fd6c591ee067,a72c95984ecc3596f892b5c4d86aed775aa8fa5be7f2ba859fb0bde11b17d4ac,Product,Hammer,Product/Hammer/00040.jpg
1cc5111d6e94e73504b0414b49540c27aef89254535b830166ff57d3fe301160,0e8427e105125596007e145c64892cf90351d66d22fa4500f9a2ec910cf00d21,Real World,Eraser,Real World/Eraser/00024.jpg
1cc5111d6e94e73504b0414b49540c27aef89254535b830166ff57d3fe301160,8d3974e5e137f45a5eb6eb105a41e27c280f8c839463e8d98ac8a96f6eb19bfe,Real World,Pencil,Real World/Pencil/00031.jpg
1d38b5f363f9568aa55c52713e1e4e4fc33a7e8fbe420c7996529ac6f8f4f0e8,639286c081d89a4b60d9b2e9acc4a69e195e4f53de593dc6020a73578cb415e6,Clipart,Marker,Clipart/Marker/00005.jpg
1d38b5f363f9568aa55c52713e1e4e4fc33a7e8fbe420c7996529ac6f8f4f0e8,39a6c6b5dbb9e0882e3ad37ad7d0b31218f3beeb0175e5bdaeccf772676cf4f6,Clipart,Pen,Clipart/Pen/00035.jpg
1d88840de1a8f433e426aa4ae325439a5d480a1372dd6c5a3813554c1b999567,4228536366244951bb225c2d08df4e8cbc389fdb9e1a41642c53234b29b018b9,Clipart,Desk_Lamp,Clipart/Desk_Lamp/00023.jpg
1d88840de1a8f433e426aa4ae325439a5d480a1372dd6c5a3813554c1b999567,8e890d28e4bd92d1c4489fab033270158ef65cab60b2c44a5b4580b2de7ffc36,Clipart,Lamp_Shade,Clipart/Lamp_Shade/00022.jpg
1dc8166f7fe7e8b60cb052ce0aa36e65fcd21e1c079d026ac42d5a658f8dcf2c,34f9979aa34c13150f3bddb9f1fcfa231d2914f42dd7e81122bfed7b2cddb386,Product,Radio,Product/Radio/00008.jpg
1dc8166f7fe7e8b60cb052ce0aa36e65fcd21e1c079d026ac42d5a658f8dcf2c,3dbff241e003c6847350bf294c483369d3f8e5294194202b1673a1e6af4b15e1,Product,Radio,Product/Radio/00010.jpg
1df399a94647450566cc491ee4d96a3808b2c560e83c344a6eb1cf043f0f6fb6,1d3511957ce884a6c49b19f6438d33457f1204092ac4840cc752b9ae9991d0f1,Clipart,Keyboard,Clipart/Keyboard/00096.jpg
1df399a94647450566cc491ee4d96a3808b2c560e83c344a6eb1cf043f0f6fb6,5d90bb39a4a9545c301eb8e39d9084b3f63507395ca2f4935ac8fa879a134120,Clipart,Mouse,Clipart/Mouse/00063.jpg
1e9f13cb9bb861cc6cb6726dab3155e18365ba8ee854dab543161038ad5755ed,8543f120f923a9abe9f034fc4e1d934ccd1e3794cab8afe29b4d0a296165adad,Product,Clipboards,Product/Clipboards/00005.jpg
1e9f13cb9bb861cc6cb6726dab3155e18365ba8ee854dab543161038ad5755ed,991e4211c5adf7ba62088818502f4dc9a4005cd3f1336929a67775175b1d2607,Product,Clipboards,Product/Clipboards/00015.jpg
1e9f13cb9bb861cc6cb6726dab3155e18365ba8ee854dab543161038ad5755ed,6904fc088ee6e56ec433f1b7d390580972f12abaa19207edd75acf1d302ed4e5,Product,Clipboards,Product/Clipboards/00053.jpg
1f3cae899147d085164681bc961bb6d84a9cff95e8050cf21bb7f7d281dc7d76,06ba5a31ae5ace00702eee0066ea7352ca5a25d7e82236e735a0b03af69f58bb,Clipart,Screwdriver,Clipart/Screwdriver/00050.jpg
1f3cae899147d085164681bc961bb6d84a9cff95e8050cf21bb7f7d281dc7d76,decb74b6dc1edc69c1e88fe6e497b6ea70f080d576449b2d43ccb20da5df2949,Clipart,Screwdriver,Clipart/Screwdriver/00056.jpg
1fbf158ec14c584d62c3ee8bfe185fc7086ee982933832dd9cba7175bb8ec402,3dea243eed9d9d98176821f597cef7b3dc47ef99ae99ffd083a4d81844b15773,Real World,Computer,Real World/Computer/00008.jpg
1fbf158ec14c584d62c3ee8bfe185fc7086ee982933832dd9cba7175bb8ec402,6ad9f1bce23ef96235373049e0adb52e08a742546b55758313c72b38a27d0253,Real World,Monitor,Real World/Monitor/00068.jpg
1fef8905837fef7b5e117820c87e5c93226cb499ba62ed384f449bd9d060adb2,52d0217ae485ed2b1fafee8ff3615508bdc282c93652e87454b2cd7017a3bd0f,Clipart,Bucket,Clipart/Bucket/00009.jpg
1fef8905837fef7b5e117820c87e5c93226cb499ba62ed384f449bd9d060adb2,e2e50417b335f5d4914601d8fd4442d67d6531324a9796168f338d1b8fd4042b,Clipart,Bucket,Clipart/Bucket/00027.jpg
201a5acfda282b50714243a21fc6135a827c58095dd05587200bb21c2d8d9a4e,6a911d323746b7b8cc5a3edc811b7c04120ca19e8a09d943f3d850644822711f,Art,Soda,Art/Soda/00001.jpg
201a5acfda282b50714243a21fc6135a827c58095dd05587200bb21c2d8d9a4e,2a02a6e252de9175b0a070be97a1774ddeee7078459b7be73b497131f20a8025,Art,Soda,Art/Soda/00026.jpg
202ffb565ca6bac77cbac1f499febd66bdc9cb7ab609a497f4b690574f4dc32c,d91f588c8f654d99c1cb8f7de4888f0a7aae21b0331fcb73b0597de083d3223f,Clipart,Chair,Clipart/Chair/00023.jpg
202ffb565ca6bac77cbac1f499febd66bdc9cb7ab609a497f4b690574f4dc32c,ad7543755700f60fd02c76e67318ec4866cfde1b2f97485a4f332fecc42bf81f,Clipart,Chair,Clipart/Chair/00051.jpg
20366399cdf05302f33d24d2bc2c7e3ec4cd5d6a7c272095bb4c35f6a9a58777,956dcdc71791e5a6b3ea76e45ed77da0eb5cf0afcbea622a8b0d76f483c8e8d0,Product,Sneakers,Product/Sneakers/00010.jpg
20366399cdf05302f33d24d2bc2c7e3ec4cd5d6a7c272095bb4c35f6a9a58777,81da6332289ba4b53ae51356a5f67debeece1fae300333a66946fa5a4ed689f7,Product,Sneakers,Product/Sneakers/00016.jpg
20db8cc146eb0d9706501d5577f638d718d21c0f6489802d01649db0601003a1,c020bfe071857edd5e1cd846ba7c87e01e427af178559fac8279307fa5e31f2a,Product,Laptop,Product/Laptop/00038.jpg
20db8cc146eb0d9706501d5577f638d718d21c0f6489802d01649db0601003a1,e5e8e3103308fb728e17f96338b50ef1853e386f6457399417c0878e08a90f31,Product,Laptop,Product/Laptop/00084.jpg
215513b2c4024d6881bb9d6d635859737f90904bb1c018fc938e5761952db1d1,6da4782b7b2903218cac83aab3c90812e50873680f437df63d1a236046664c62,Clipart,Bed,Clipart/Bed/00010.jpg
215513b2c4024d6881bb9d6d635859737f90904bb1c018fc938e5761952db1d1,358f2d62eebe9e97386093b9c25b9ea94c8a3d7401ac4686cca00bfac549ed8e,Clipart,Bed,Clipart/Bed/00024.jpg
215527462915df3b5e1388adeb6211db3bb08529118ef741541876f570a6e555,88cf5dc239dc256f52f081c50718449b37983aa5639e4959a65d60b3e133456c,Product,Laptop,Product/Laptop/00076.jpg
215527462915df3b5e1388adeb6211db3bb08529118ef741541876f570a6e555,cd4e471be722ed4732ac0959a08d10ab0b57fc55bec7acb334ded963eb9b33db,Product,Laptop,Product/Laptop/00080.jpg
233763f175dff756a23bc61945679f9237d2b0470128e085928d7067eb1e0a30,4ba1d250da5029a9e136d3aac51506f1311e8013eceedb3aa02f35a345d99cfc,Clipart,Scissors,Clipart/Scissors/00001.jpg
233763f175dff756a23bc61945679f9237d2b0470128e085928d7067eb1e0a30,cbe1d5d1429de96fd2f9aaa4d6950bbe653875325f6b9fa8256ede5841eeef8f,Clipart,Scissors,Clipart/Scissors/00063.jpg
23913851851ca9edf58259ac414f52a1f3644396e6fe296a8731be13e06f7768,86b397631f68965dc51dba6d56e5c5e4fff2e9a68e015e91e339c27c99242860,Product,TV,Product/TV/00041.jpg
23913851851ca9edf58259ac414f52a1f3644396e6fe296a8731be13e06f7768,248d4d5de7947d9bae000af83a3360a8595ae24fbad965dc77a567b3803f8690,Product,TV,Product/TV/00063.jpg
2428922c776281daccd401245b21811b251aa25067b833561f980ba973c825ce,54fe36cd22478c26c0f2ec391a658deb65789c7a1d95eb20a8240deffce74991,Real World,Eraser,Real World/Eraser/00021.jpg
2428922c776281daccd401245b21811b251aa25067b833561f980ba973c825ce,52e81db88d8e3d6c627fbbf1cf1b2014555e8256b4ff40eb9d4baab2587adf8b,Real World,Pencil,Real World/Pencil/00014.jpg
24a35682bb59d74c86fbf8d48bc94cad18807823b0342effebfd6918a3952bc0,2bd417039534b616181a8c16dfe3ebcd7678f5f852e38fb4c588c712b5404a86,Art,Spoon,Art/Spoon/00012.jpg
24a35682bb59d74c86fbf8d48bc94cad18807823b0342effebfd6918a3952bc0,ceebb29e66e4f3f70d69dbf1ec9ac9550d99161748e499923daf7d3ae9897938,Art,Spoon,Art/Spoon/00031.jpg
