sample_index,sample_id,domain,class_name,class_id,relative_path,content_sha256,byte_size
16,84955fb450465d6e6bc78c1eb8a8fa8594d2ec0e4cc968cccc3cf40693ac582e,Art,Alarm_Clock,0,Art/Alarm_Clock/00017.jpg,c90db1edc2cd8aaf17ac249531162c18def6c252faaa77b50477242a927a40a4,98517
17,2e3084764c0b03db9f48fdf6f467215ee6c9e486676e2abe0adf13f2b6f757b5,Art,Alarm_Clock,0,Art/Alarm_Clock/00018.jpg,4996f4ab71fd29790f37c4895bc622ea377848c178ed20da68fcab236b09ecfe,20529
18,61bf63db54d4f599a05d6aee333fac595e4edb455b35d159ab0f24c9a2c10f78,Art,Alarm_Clock,0,Art/Alarm_Clock/00019.jpg,3864a4a02dd99f1d851ac4ed2ab9c77f0c7a9497f285c4d5fe689a5506df3686,65831
19,ff6a8bf3408a0e6b5f55a593a14281a59963c0886134ba48c145017c8a5eb837,Art,Alarm_Clock,0,Art/Alarm_Clock/00020.jpg,3dae2a33f1a22ec7ae87c7555912be6712cd2d585e85b209fcb2fecda7fd3999,82724
20,2c355cd8875b4957e6cecf70991e36de82478cc7653f37d25867e2c3a7b4d3d6,Art,Alarm_Clock,0,Art/Alarm_Clock/00021.jpg,4a7dc67fe800f7a009bdf4ab5ddcf8b0f77f8ce8328612f46065323c86cdd518,61092
21,f915538c7ba289917be9257998737fdcdaac6ad1a5b0eb25fd77885d02d34d85,Art,Alarm_Clock,0,Art/Alarm_Clock/00022.jpg,4a7dc67fe800f7a009bdf4ab5ddcf8b0f77f8ce8328612f46065323c86cdd518,61092
22,e72d0a82cf1e826bf916794edd164e7573302a757f2ad9aaec10bd26b692336a,Art,Alarm_Clock,0,Art/Alarm_Clock/00023.jpg,007927445f9192df3956692a19023d9ea7e8c987887127b4198723486da63f2e,39136
23,32537984fb89936650b69e97049c4c2ea812d9df93deb180cb42f1e13eb74eba,Art,Alarm_Clock,0,Art/Alarm_Clock/00024.jpg,f76fffaa3d5a774b34acd370f1eea897bb6b57b5dcc66f85ebb24f490ca9aec1,24224
24,a10d2f195832aae128a3e1af57424e7aa7f7d7eda43e5e5c8474368322e9f7b4,Art,Alarm_Clock,0,Art/Alarm_Clock/00025.jpg,fc5ebb562431e58972f6e0c3d42e4b6766de87965cbb6bdd86096d0551d9f3ca,111050
25,f2d9426bc9d9a9d40f9113e3400cbcb50ded387a51718351db84445e1f46fff6,Art,Alarm_Clock,0,Art/Alarm_Clock/00026.jpg,b7c0c57f53597fb6bcc2c20a2340af50b771462c6b7b3965676144e8c4e69575,55235
26,7df6d9cc922a3f7416183545596090aef0ee07365b0c2abfacbf75d3a3640173,Art,Alarm_Clock,0,Art/Alarm_Clock/00027.jpg,4d9b66353f54b8e296db89c93515a4805e813832b20e4f4f6e67b18ba5bb3372,100129
27,f149993f8d2d221ff9e1d2a60bf0041b24e71e2109500c67184ca13da7e0bc61,Art,Alarm_Clock,0,Art/Alarm_Clock/00028.jpg,8a17c55175628142d71160158d3ef2135b1a93d49dcc41aa8096c8d9ca0f7599,58092
28,38aa3326ed5bc6f3ab61a08fd4e79fba73a80fddae192909007fa57261c06ceb,Art,Alarm_Clock,0,Art/Alarm_Clock/00029.jpg,55b51db54358d82a25f89094b5d7b1faf64ffce133d6f225ebb2dfa39f8c0155,59017
29,567170be64b2bd28f4f6d934a21241b265ebfdb5f89b89c1c57ba7b84abb9bf4,Art,Alarm_Clock,0,Art/Alarm_Clock/00030.jpg,66b1dbb42ff6314eab7858d289969a4c0c8bb4dcb7af2c90b6b9ffcb52ead7fc,37328
30,85697e4bdae502d5a5fa9d1bd7cfca397c6a781dba7e9adf37d9361d5f4debba,Art,Alarm_Clock,0,Art/Alarm_Clock/00031.jpg,f76d37050290cc9ebea5002291fffbe81b07021e0968e7714276ef10eddd3bb8,54366
31,b7dace035178a255773f341707ed6cfa5ff5417e3ea4ce1b08b4041283844b7a,Art,Alarm_Clock,0,Art/Alarm_Clock/00032.jpg,38813d8b46d33567d086d74020327087178d6bbb20a3ba867ef39948521b2fa0,69380
32,be49a222ef65581e047172aa1c6a65abc4228a1706218f0b47ee803edb005ed2,Art,Alarm_Clock,0,Art/Alarm_Clock/00033.jpg,e2a7ad2dcac5117a6030f2f83e124c353886c110e4d5398d45c57a6eea71d2fe,71810
33,fa1fd563ba7167a47e567d384ee55d5ae2886a4e083e30e5277d07639a8b84c8,Art,Alarm_Clock,0,Art/Alarm_Clock/00034.jpg,e2a7ad2dcac5117a6030f2f83e124c353886c110e4d5398d45c57a6eea71d2fe,71810
34,b615be39b3c931e83ee4ff59db9587a5ba906864741b447c4f5b6a20675aa34b,Art,Alarm_Clock,0,Art/Alarm_Clock/00035.jpg,03dc7d6c0b1d6700b26c835540abc0c495d550f0732cdde78ac604bf365fcf1b,61791
35,39bf18dd58851e199cf962b5424dbdcf4ebc2fbe1bdf0fbac37f72359cd87e7e,Art,Alarm_Clock,0,Art/Alarm_Clock/00036.jpg,a23643414d3515b1c4ca2743306e9afefc54908e896a86a51975453315ecdf7b,60101
36,a4928d9d4c14468cef9eb172ff157f1f62e12d44e3abe92659ad02c595264d80,Art,Alarm_Clock,0,Art/Alarm_Clock/00037.jpg,46bb0796f67dc1ac5b03584da1ac39fe9e69f4c7c11d217252e8b50d22009e25,57644
37,8825f8955483e270e800391c05519cc3b20c29b486408eeb4abcc0636353c089,Art,Alarm_Clock,0,Art/Alarm_Clock/00038.jpg,5573e372c7e535105d2a83260bdb856f882617998921f05bedf082f56296daf9,85065
38,7ef2f19d545fb28ddf42a8515aeac7fa27a2d90af41f6d669d83f9afcbc42b62,Art,Alarm_Clock,0,Art/Alarm_Clock/00039.jpg,3deac48ce2af511540a608dc983ba8056e3eec8e7fc2be146aacfcb58b09b173,48266
39,3de64e42143e19ee6cb4755e28fcee7ee315a3eb505d8c9d8d57c2b2585dd3d5,Art,Alarm_Clock,0,Art/Alarm_Clock/00040.jpg,2a9032bef1c7cef749c52dbc49311cf7e7e5410da6aab73514c18fb4b331e6a2,76470
40,22e6e2edaeaf15bd6a815aa18a22def83b6affe9914410620f1f27c88f99198b,Art,Alarm_Clock,0,Art/Alarm_Clock/00041.jpg,3e896395ce269a9c6dbeee383cc933175ff4e3a1b2fad0fa355b6071ba8f797f,44246
41,ab3c526c4a6390d6c79ce26418b39f5b4dccf2b50c0896092f495032c62e9c38,Art,Alarm_Clock,0,Art/Alarm_Clock/00042.jpg,333d06f358531813e6ee2f34acd1aea058779c9b21a896b3c0c5ce4b5d47583f,81777
42,2e4c564824017906d0021845f3ad6e0b6991d3b893c047e3d771af60cf1a1ec8,Art,Alarm_Clock,0,Art/Alarm_Clock/00043.jpg,f2fcca7cc40e9590cda055600cbde3c3a5508e51e047d72e04e16bed8938faf7,69195
43,8a5345301fec06b8a0471c56ac5fb28b92f0296da0bc1988be256079229cbb3e,Art,Alarm_Clock,0,Art/Alarm_Clock/00044.jpg,cfbae7380948462c7ba367479b9d59c05dacbea57b7b4216a9cb0c433ebc86ec,137118
44,a72e9f47a04acd2fa2902820837fb4a6e271644f78108f16e0041135731eaccb,Art,Alarm_Clock,0,Art/Alarm_Clock/00045.jpg,1dffb8efeb2e26702c9400acef8cb57f3114fccc0595d726367fcf581619a892,55458
45,0b3f7b384c0f4587c9af879a59aa63bcadd129a5e358a9ce9801f6bf8398de9a,Art,Alarm_Clock,0,Art/Alarm_Clock/00046.jpg,102803179add7074839390eb300a31af2e03a7c5aef76cb9d449a98abd397d9f,17345
46,6c6123258c479d9bd17d6e9107b0ef5c9cf3250e06e3623dc8bf06cf4c6d93bc,Art,Alarm_Clock,0,Art/Alarm_Clock/00047.jpg,0a850ff6cfcfaf62bbc65e567d80ed63aab00892b5bd3edfee44b8c0928d909a,65106
47,15369853d601a668890b01d16c262299c3f87d18d6dd4b2282c20e00e0fd1de1,Art,Alarm_Clock,0,Art/Alarm_Clock/00048.jpg,52b00242d4fc225991b7819b09f1186985528f6a8f6871491ebebce85bd3fcf2,107086
48,a95f07ab6de6246736917e598dfc25ed63628e492fe3ebf13849640107bcfd26,Art,Alarm_Clock,0,Art/Alarm_Clock/00049.jpg,16167f2c30353e7b3d4bb0fa5356e9c793c16b901a86e0cd78506da7296b683f,64638
49,fcb392c961eb72198d08ed6795afbb4f6fbb6a1c25c9128dc4f604ec2f095296,Art,Alarm_Clock,0,Art/Alarm_Clock/00050.jpg,4e03fcda3863279c5b58b5c10cf12f6180a0bbcea689d8f94e084aea91a78180,53711
50,bea6f93c8965bed60f3a981b1a53af55bb80b0acd92c9e2e6880e2b912c332b0,Art,Alarm_Clock,0,Art/Alarm_Clock/00051.jpg,697d47bf75b9431d2e514b44603d908b8de3f30a7e45237768e65906a92daf5d,67485
51,c87fcdbf28e470c4215a7e94c29d701d24c9446b269a10dafe188f63f945a043,Art,Alarm_Clock,0,Art/Alarm_Clock/00052.jpg,cd27c7de2ca93aa629b27aa1aafb92beb098639e6ec44e8739554278debffd41,60582
52,836e2dde5a4b5d1220d405977b46950fe941c11dd8b7ccadf43243f29937a868,Art,Alarm_Clock,0,Art/Alarm_Clock/00053.jpg,17157c49628f05be7b7fdf8597e39ff4b2b3d301118ee0b6aea94e9f033308d2,52964
53,d92c2a92e1a4aa2580e2fa884f9ca1fd79725edd4ef65e1f4bf178733cf713d0,Art,Alarm_Clock,0,Art/Alarm_Clock/00054.jpg,285922ddfb2b2fd377d3ef28695abed4c8dccb9f44ea2a62e66eb326b0e10ec2,70599
54,e773881944443f17386e600039c41c65e1ba20129280bd5a715c903944df6440,Art,Alarm_Clock,0,Art/Alarm_Clock/00055.jpg,56912b78c03a7b86daae487bb818207932152576b7335911c4bde4296b0e6272,45323
55,2f4f1fd6fca480bb65f89e4f2b7270a033cdced0c38ff66e8c5090a09e5d5ac4,Art,Alarm_Clock,0,Art/Alarm_Clock/00056.jpg,67e53556584bd79927873350bf1cdd9cfdd29416bb36c279c8ca36a49929a14e,99484
56,ff9bd307791e6f645ba453f8188599404a91dc4fb845b9389de0130b1657aa46,Art,Alarm_Clock,0,Art/Alarm_Clock/00057.jpg,67e53556584bd79927873350bf1cdd9cfdd29416bb36c279c8ca36a49929a14e,99484
57,8c3662ce91f1ace851066b0f5741ea0c80b4e73b69bba1e682d0d9d68e33fb0f,Art,Alarm_Clock,0,Art/Alarm_Clock/00058.jpg,399032ccb6c7f962a29f907ebc25be51c531f285acfc82f911b8f7660417f858,60805
58,5aa142c55add18e40127a2813ff9a043ebfc793d4bd89bcd7dcbe4a6ac539745,Art,Alarm_Clock,0,Art/Alarm_Clock/00059.jpg,4ef037e5ffe8946b5742cef065d529ddbc42c3fdc079f28654f032c4db6628df,51637
59,c7d4774d680ee0e88139539021c5c7b8e152930e8b5c91499f2b6e921b3dca78,Art,Alarm_Clock,0,Art/Alarm_Clock/00060.jpg,573e0eb7df5001f9beb851db6d1a4b627864035c9ddafbdc115126a1f11dcaec,26072
60,3e66b3c6aa220f3e7cc5d9a29331f1ccaac686380592486d6e1df3bb7527eb2b,Art,Alarm_Clock,0,Art/Alarm_Clock/00061.jpg,6249c55e5bd297c6e51472d2e241b764801dedb23341b653a0ae3a2b322e40d8,108382
61,6352dcccd874f6f561241923b17c0b132b6fd9cc226b74d176fe9b85ecad6e4b,Art,Alarm_Clock,0,Art/Alarm_Clock/00062.jpg,858a7fce444f24c3467f57b7a1c688f690b244adec146dbb18f80a81305291a5,82221
62,f722565d7fee66186d3a77850d40723c8be3a2ca3954c0fa6569c739fb3e0e3f,Art,Alarm_Clock,0,Art/Alarm_Clock/00063.jpg,f8335ca581842cdd1ba312146dcef19841489076d4b7e25fec032d1c8c93897a,26056
63,cbeace19bbabd639c5ca8f70b39d7f10e34166c91fe040b76e9701e99e25fe66,Art,Alarm_Clock,0,Art/Alarm_Clock/00064.jpg,0680fe8308950eea84dc17a29f13e1d3cc0512d5753e97376d817a8128772f6b,58994
64,1371eb700a4546e71d2d3dc47510b23f4b3ab9ba63122c7ad70b4b1802574dd2,Art,Alarm_Clock,0,Art/Alarm_Clock/00065.jpg,597596f38bc7357d5201394d268fdde832cbec5daeb14ebe57f790b84b04dac3,80729
65,6a14543c84ab59629a7c290b772a00c36e358765602d4917b07fc13d4aebea2e,Art,Alarm_Clock,0,Art/Alarm_Clock/00066.jpg,9423730f05241480ce235e68e22bb5a645d9bad07d5940bc5eb2c77248fd5b97,43598
66,a3cf99cef7d2756c6370585c72c9216b63203cd620b39299879f5c0f08feb919,Art,Alarm_Clock,0,Art/Alarm_Clock/00067.jpg,eb14d2db66074a06ee409379b60facfb4daac4317b0ba2f76eebb9585ba5a731,60438
67,125669e80530e3a7f06fc0d8fec46d59a5b5e52ff037d95f164408beb3fda43e,Art,Alarm_Clock,0,Art/Alarm_Clock/00068.jpg,cb4eb21f12071ee465b97401967dca3b69aa67f7eb33c8c426003e45857e96c2,103240
68,d987a759847d27ca95d6547ca48a67fa5d8c809721fe3f39247ea272f36c812f,Art,Alarm_Clock,0,Art/Alarm_Clock/00069.jpg,192c5022bc0a26e819ef526085feb75e9339f09e57f652aa470a2778626cb8cf,35360
69,fbe86bfee3f89b8e6f3d5e49a784519b6e3d5aac3f3ceabbb46c87ffb27c6f1c,Art,Alarm_Clock,0,Art/Alarm_Clock/00070.jpg,f67d4ee36193b4381070bd5607bf59b0bc0dee630e01fd146bb29acf864abadb,89941
70,9698e403678ef72f7de74478eae99d7be520cff70410c365efecd99eae19142b,Art,Alarm_Clock,0,Art/Alarm_Clock/00071.jpg,33f99b41b9931b94bf8795c076273e9c22a33c82a4426437a23606a22d4db2bd,102285
71,4fc7dfddd2e8bd695fc85c6273aaa1677dd4ebcfa05382f70953eab2bcf626db,Art,Alarm_Clock,0,Art/Alarm_Clock/00072.jpg,b97c2f8890c56a43742ee7866fd3866aac52e0d7b90b386725b2224f2445983b,174739
72,7032e46aca538dd480bb150a47255f6519a6253149a291917206a3d8d3aa793d,Art,Alarm_Clock,0,Art/Alarm_Clock/00073.jpg,f82fa2ecb1f7796004b32729f65e578f1ac7d5a6a2f1ac4900db56a70f5ca692,132040
73,8a9eea8835d21a3dcbcb4237be2910b57944a79eafe7660abb044d6f6272d772,Art,Alarm_Clock,0,Art/Alarm_Clock/00074.jpg,20c12a97855aa04c24042f3f0e5d3fb7ffa544b1cd26b58811115ab5b02b7d2c,15334
74,f6cde74918897c3515b7ffd4045a270ef392d47118536566d81a30aa6ecc6a8a,Art,Backpack,1,Art/Backpack/00001.jpg,1b0faf2d207f6d1d127b0e1c332c09384afe59301726f9a32d21fdfa4419fa68,62014
75,e9c23afa858e57d2f59f81dfc0c18ed01bf65bfd03b61a375174ff4f598b55ba,Art,Backpack,1,Art/Backpack/00002.jpg,631fb5a9390d55bc9f8a49523728ebfd9411db21b80549ce90f19cefa68dd37c,52316
76,6982a87cbe715e2d5ef54a6e42904a8859ba8e12f3ef316ef62b1a179f62d0f0,Art,Backpack,1,Art/Backpack/00003.jpg,92638b076aab810eeb521f63cdc3c01ab6f4094225dc2192f74dcb9d4b9a36d9,151734
77,7f887668bb3a3de87b527ff0a27d6c2d59164373dfd825ec173a553cfef4e6a5,Art,Backpack,1,Art/Backpack/00004.jpg,3587a0cfbd969d85ef257c1a9a5776f2d6313755a8c50a8034489edc11d07c99,101521
78,08361debab46173bf8d3519cc52be2dd3d565e6e318bd5c78629834cf637509f,Art,Backpack,1,Art/Backpack/00005.jpg,b96be1426fd0c7a80f1558e80eb4caa37d9c23df69eabdd0c4b19ea119765652,126591
79,c20b8f6e2552f03c5a77dc132f5be3e4c1eac84da0da96c1a384f9576afc126c,Art,Backpack,1,Art/Backpack/00006.jpg,d9255bdaebf6fe7a7527fd3dedf023a282f32e16c2ef99600cb322fa20d7c22b,75365
80,11ef1addf477fb5a103b7173d5207c9925f1ab1928bf1ec1c802788980f4c060,Art,Backpack,1,Art/Backpack/00007.jpg,f862e702b89e9ee9686c92c46c11938f2f3216b32bcf43db2289a5001703a5d5,96331
81,857301784161c655d6d31b14ae78c46cfdd382aa3c80f8d8219bc267f78d4b9f,Art,Backpack,1,Art/Backpack/00008.jpg,4bfb21f2061eeb4b88129532ce84832333611c17ce41ba3fec6bd22ea32da6cb,86731
82,abbf834ea6dcb63193807eba27e19ba87c89a3ce565276f9c443ff7e57921c5b,Art,Backpack,1,Art/Backpack/00009.jpg,958c5eb7b08f866a3407dd4c3ea9b0571503eab4108f824f61ec109e483d66ee,84187
83,b0c4fb0d3bf44019f2b28357a96c4780887db05f51cf17a5d9dc6c0cbdf084ef,Art,Backpack,1,Art/Backpack/00010.jpg,d695ec7a67dbc267fcd1acc7c281eb5feea117ddbf34f9fb01df583b2b6e61d9,130910
84,7ca530cf975621f92c245b950295dd6255ab148f061e1faf7df9e9bef32cee2c,Art,Backpack,1,Art/Backpack/00011.jpg,78ab88dfa0e5656d1144afc7b35ee5344f01848382161d96af0bb188f3900d21,170715
85,bc6fedd222c0668912d9a9e395708c396b7a464aa507e66b3338a594b80101ea,Art,Backpack,1,Art/Backpack/00012.jpg,09a6e61a4bb21abbfd921522381706d6e18c293eaed2d1ec000575a44e5df9d6,79577
86,0d4e1785faa3085645d80af6d4c2f095c521791b5e5f13c2954fbafb811aa4b1,Art,Backpack,1,Art/Backpack/00013.jpg,0aa8d34ca9fd4ceac9fe2cd89a50db4b8a3b2d88377f25e449d42bc8c3f53542,52361
87,daf366edc98e76c7ef53d1bdbc94f5c347188543617115d3dae4491e49fdf46b,Art,Backpack,1,Art/Backpack/00014.jpg,656cd58ce86d16c7592e2d9fff616f9d5d9192a03a6e62affba8657fe7bc69f7,59896
88,570ce095934583fa3756c1f8d1c8b945706d6338ae69f69d03a053ca6bb6cd76,Art,Backpack,1,Art/Backpack/00015.jpg,9ae04d1ed1f054a1c3f3b07fc781b7f2d7e9cdd7e8bfd6dee29b5f56ed6549e0,103599
89,fbe2b377e53eceaa7c74612d248297f459185ae432e2888c3ff71f27680c14dd,Art,Backpack,1,Art/Backpack/00016.jpg,c11b5894afa12f5f48735d7b4db2e19c4cced980d1679fd5c431db8fd778f341,104314
90,39e5861d260ff0ae855e13695bad61698a69eacd8cddde45a55c016299166ad5,Art,Backpack,1,Art/Backpack/00017.jpg,7b944414193a6bffb610917bfb7e02ffd091b0a2830d96beed1004f00e400ed9,123605
91,6f61a2e8a2791c76e45302e904a3c44ce71db272cfd993ca6082be9e63f8f017,Art,Backpack,1,Art/Backpack/00018.jpg,1172559c4c2005c98375e26638ccb3bfaa79f39575a5537225f97a0cf6e76a20,40388
92,cf2fb7c4ca0a5450a18ae2c683f946d7dbf8de60bac7c6a6194b2bf15daa6c84,Art,Backpack,1,Art/Backpack/00019.jpg,8f805c2afc426765fe2b5dfab17315f999bb016fe9dca96d9efc987f3f76d9c3,124029
93,b6f0f0102c56b0a6af3fd1e09c8efb4c34af9ff6f89f4ec1f1a2c291bb82d708,Art,Backpack,1,Art/Backpack/00020.jpg,8983552f9f5c4f11a0922b1d3f78edd460a71792f7a14ede039c2c618e21f430,97720
94,050b1bbde939b96cc226ed3e4611261fb64f211060320ef18647958a2c034c40,Art,Backpack,1,Art/Backpack/00021.jpg,3df6e7cec9575b67963dc403ddc1861bc2c6781c40319f93627c0d7b95e142e0,62796
95,74a431d92f3e15f7c3641ad2520c08b29b3f40c4a2a87599fc4d816f6bc2bb0a,Art,Backpack,1,Art/Backpack/00022.jpg,0dc8720d32b0509e51c3b418946046652159b6247c9a5fbc4c9f15fb84ff5c5f,68445
96,e11964f0795d81058700fc62460bd8552e70054e7d88e5b89c30860005195617,Art,Backpack,1,Art/Backpack/00023.jpg,b847ba6459e1fb49127128cefbc58e94086a657dcd2daafae24287fa55aadf0b,40963
97,e0d7dd567fee99f228b16381ec84b0be5cbf26e1ff1c9d4cd82ce7b5352e3d3c,Art,Backpack,1,Art/Backpack/00024.jpg,e89982c67ec9c1bb05f276983d08b0a363bebf0ffcb019e5fe51b8a220e66d49,124610
98,4963a458d18a00bae224eb7e70ce9bd81f334f07c326ccc933fd683ba9d0ee77,Art,Backpack,1,Art/Backpack/00025.jpg,c4b527f9b30d113aa1d6635e31651aa667645d7d6e1aa955f5daa2a09eb23839,141684
99,c5daf96de25dafc66e235992270aa4724736f1fe37066559530e4859a39fcd1a,Art,Backpack,1,Art/Backpack/00026.jpg,750c530caa2a33115ca458f0eb0c83d35585f30689f300ba765c610f6400b370,42533
100,d4d533149946f4e350769ca0612a0d1a2b416f5bc76fc29d9d73f11b41dfbe72,Art,Backpack,1,Art/Backpack/00027.jpg,9158709f11f8e75ac06189953e4d4ae83804ad4439cf04c6d04bda5f58dff1c4,58055
101,01622f45fcbf52ae9b149bc186be3206da771d4e6410a55529fc93d4bc111d80,Art,Backpack,1,Art/Backpack/00028.jpg,156b5d5f9850ce01216aac874409a5c4562a2b23ed2f77fc3a7c9fe5faf869b6,190143
102,1b8471b6020108bcde02a3967a2d2235c3fc36b204205d0d8a111a5444b57661,Art,Backpack,1,Art/Backpack/00029.jpg,90731da7c01213df5c9debe976de98a6d10896749a32700b39b23fb4bf54f9f6,85148
103,fefb8ca74c348ff0c4f8f3b4ffe4f7536d3b20f28c02e8c7298ec2d9fe449c11,Art,Backpack,1,Art/Backpack/00030.jpg,c7696ff679890e4be7aa57575ae3915015ee443483d1724b0a6df008c984ce51,71304
104,3a5854fa53f7e00d6cbea99f1318f2a215964dd89d548cf46f1103e05eacbcc7,Art,Backpack,1,Art/Backpack/00031.jpg,fb53beeafcf074cbce1723f3d2608863452ae87568fb4607d8b81dd5c30b9e70,121472
105,77446f4d5e9682fae904560994830110d2fa54c32d1fae9e0ad22cb6f9506bdd,Art,Backpack,1,Art/Backpack/00032.jpg,a704ddcc95821a3a684706019209c5f6ee368558260ba6165084c312831c6c24,171119
106,5f9232d3366ba8dba5e6562e9ac88e0dc3f12388587fbf43db3718c51d4b613f,Art,Backpack,1,Art/Backpack/00033.jpg,c38623c7c5dd798486761e0c803539f1fa5b05cbd3a3c71a4d9fecb024a65b08,177244
107,f96f156a50ba8399614499131bc84922856fc4b60e1cebebe6b69c01722d3015,Art,Backpack,1,Art/Backpack/00034.jpg,ae5b6c515e01aff5780a722ccd6ec18ad04455a10baa1e483f52a33ed699e664,84207
108,9247b6ca4ff1ffb7757aaa9ecc0a65a380c882cda166a5bed8d3f78d4fa740b7,Art,Backpack,1,Art/Backpack/00035.jpg,517292d2d29078cb2fc444781fae26834445715ed124faa7471297a9775ecaf7,94739
109,5754805d6d9d9ab4c708f28f454fbd97f0482f7ca6d668bafbaca059e882bcb7,Art,Backpack,1,Art/Backpack/00036.jpg,67db8b97d879c2bd55e4254e27f743aaad51733e49fac39929804ba2c067f97c,48707
110,14718f6018648d557c38a3f5a5f04375fd5c72d4deeccafbb4cd76f663cf7f35,Art,Backpack,1,Art/Backpack/00037.jpg,1e6556555e6547e7c94539050a5adc37cd362ae64589cd0ab4b7755379a6db69,101763
111,399f4698f131e71144976f9b3804e5b449521814186dbe3118d69ea3041221f5,Art,Backpack,1,Art/Backpack/00038.jpg,66c87a5e7ce6bfb0700ec38e5348d06c16b6b1097e997b78ba534a478a91903a,118154
112,0ec72815e803257193baa900404546bcafb764af58c18161075e2af3f795b07b,Art,Backpack,1,Art/Backpack/00039.jpg,d41b7cb3d88badc56aacb92056d1c93bfa849e254c016453c2a79dc7e1565e1b,43786
113,05e0cbaf8ec9445a87ab2677d90dc4f35502ce6fddf695c98ada268808253be3,Art,Backpack,1,Art/Backpack/00040.jpg,f7cc00f543065e6e196e0205aff22035c5be02ec5492ee3fabafcb35d1a2b8b0,145273
114,b485043f8354dcc5b4ebf3e576058479fec4b309e435d55fd0b3b082c12bb1a1,Art,Backpack,1,Art/Backpack/00041.jpg,17e6383945fbbe6094a912856b95ae8c9bcb39bf9fa6b1f629c1726c7a958e57,110617
