seed,dimension,candidate_count,budget,target_samples,method,selected,target_risk,oracle_risk,normalized_regret,combination_rank,in_top_q,top_q,certified_steps,certificate_rate,mean_selected_interval_width,sketch_bytes,full_gram_bytes,byte_ratio,uncertified_fallback_steps,mean_refinement_rounds,random_repeat
20260910,16,8,1,128,target_a_sketch_l8,pool_00,0.2180103377447078,0.2180103377447078,0.0,1,1,8,0,0.0,0.11172216403177498,8384,16384,0.51171875,,,
20260910,16,8,1,128,target_a_sketch_adaptive,pool_00,0.2180103377447078,0.2180103377447078,0.0,1,1,8,1,1.0,,7360,16384,0.44921875,0,3.0,
20260910,16,8,1,128,random,pool_06,2.3250170404030146,0.2180103377447078,9.664710052078503,7,1,8,,,,,,,,,0
20260910,16,8,1,128,random,pool_06,2.3250170404030146,0.2180103377447078,9.664710052078503,7,1,8,,,,,,,,,1
20260910,16,8,1,128,random,pool_06,2.3250170404030146,0.2180103377447078,9.664710052078503,7,1,8,,,,,,,,,2
20260910,16,8,1,128,random,pool_05,1.969255712599391,0.2180103377447078,8.032854739693162,6,1,8,,,,,,,,,3
20260910,16,8,1,128,random,pool_03,0.9984080845216261,0.2180103377447078,3.579636428483367,4,1,8,,,,,,,,,4
20260910,16,8,1,128,random,pool_00,0.2180103377447078,0.2180103377447078,0.0,1,1,8,,,,,,,,,5
20260910,16,8,1,128,random,pool_01,0.33098333527918783,0.2180103377447078,0.5182001858406022,2,1,8,,,,,,,,,6
20260910,16,8,1,128,random,pool_04,1.4540863493794423,0.2180103377447078,5.669804580928595,5,1,8,,,,,,,,,7
20260910,16,8,1,128,random,pool_02,0.6081713214148138,0.2180103377447078,1.789644416435831,3,1,8,,,,,,,,,8
20260910,16,8,1,128,random,pool_03,0.9984080845216261,0.2180103377447078,3.579636428483367,4,1,8,,,,,,,,,9
20260910,16,8,1,128,random,pool_04,1.4540863493794423,0.2180103377447078,5.669804580928595,5,1,8,,,,,,,,,10
20260910,16,8,1,128,random,pool_04,1.4540863493794423,0.2180103377447078,5.669804580928595,5,1,8,,,,,,,,,11
20260910,16,8,1,128,random,pool_05,1.969255712599391,0.2180103377447078,8.032854739693162,6,1,8,,,,,,,,,12
20260910,16,8,1,128,random,pool_05,1.969255712599391,0.2180103377447078,8.032854739693162,6,1,8,,,,,,,,,13
20260910,16,8,1,128,random,pool_00,0.2180103377447078,0.2180103377447078,0.0,1,1,8,,,,,,,,,14
20260910,16,8,1,128,random,pool_04,1.4540863493794423,0.2180103377447078,5.669804580928595,5,1,8,,,,,,,,,15
20260910,16,8,1,128,random,pool_00,0.2180103377447078,0.2180103377447078,0.0,1,1,8,,,,,,,,,16
20260910,16,8,1,128,random,pool_03,0.9984080845216261,0.2180103377447078,3.579636428483367,4,1,8,,,,,,,,,17
20260910,16,8,1,128,random,pool_04,1.4540863493794423,0.2180103377447078,5.669804580928595,5,1,8,,,,,,,,,18
20260910,16,8,1,128,random,pool_06,2.3250170404030146,0.2180103377447078,9.664710052078503,7,1,8,,,,,,,,,19
20260910,16,8,3,32,target_a_estimated,pool_00|pool_01|pool_07,0.08036711961309403,0.0796547647918451,0.008943028368867368,3,1,10,,,,,,,,,
20260910,16,8,3,32,target_a_true_ct_diagnostic,pool_00|pool_01|pool_07,0.08036711961309403,0.0796547647918451,0.008943028368867368,3,1,10,,,,,,,,,
20260910,16,8,3,32,isotropic_a,pool_01|pool_03|pool_07,0.08308551434025183,0.0796547647918451,0.04307023638035967,6,1,10,,,,,,,,,
20260910,16,8,3,32,bayesian_d,pool_00|pool_03|pool_06,0.09260620779828438,0.0796547647918451,0.16259470529207082,14,0,10,,,,,,,,,
20260910,16,8,3,32,effective_rank,pool_00|pool_01|pool_07,0.08036711961309403,0.0796547647918451,0.008943028368867368,3,1,10,,,,,,,,,
20260910,16,8,3,32,trace,pool_05|pool_06|pool_07,0.2732249289163828,0.0796547647918451,2.430114063237495,55,0,10,,,,,,,,,
20260910,16,8,3,32,oracle_exhaustive,pool_00|pool_02|pool_07,0.0796547647918451,0.0796547647918451,0.0,1,1,10,,,,,,,,,
20260910,16,8,3,32,target_a_sketch_l2,pool_00|pool_01|pool_02,0.0981531096417069,0.0796547647918451,0.23223149171555416,19,0,10,0,0.0,1.1644318191765861,2240,16384,0.13671875,,,
20260910,16,8,3,32,target_a_sketch_l4,pool_00|pool_02|pool_07,0.0796547647918451,0.0796547647918451,0.0,1,1,10,0,0.0,0.15466580624746876,4288,16384,0.26171875,,,
20260910,16,8,3,32,target_a_sketch_l8,pool_00|pool_01|pool_07,0.08036711961309403,0.0796547647918451,0.008943028368867368,3,1,10,0,0.0,0.07885067115974878,8384,16384,0.51171875,,,
20260910,16,8,3,32,target_a_sketch_adaptive,pool_00|pool_01|pool_07,0.08036711961309403,0.0796547647918451,0.008943028368867368,3,1,10,3,1.0,,12992,16384,0.79296875,0,1.6666666666666667,
20260910,16,8,3,32,random,pool_04|pool_05|pool_07,0.16011157041861462,0.0796547647918451,1.0100689624408572,49,0,10,,,,,,,,,0
20260910,16,8,3,32,random,pool_01|pool_03|pool_04,0.13568462418358979,0.0796547647918451,0.7034087607710933,45,0,10,,,,,,,,,1
20260910,16,8,3,32,random,pool_00|pool_03|pool_07,0.08305827539358734,0.0796547647918451,0.04272827382814245,5,1,10,,,,,,,,,2
20260910,16,8,3,32,random,pool_01|pool_02|pool_06,0.08818954615089278,0.0796547647918451,0.10714715411376678,10,1,10,,,,,,,,,3
20260910,16,8,3,32,random,pool_02|pool_05|pool_07,0.113294976973174,0.0796547647918451,0.4223251712466662,31,0,10,,,,,,,,,4
20260910,16,8,3,32,random,pool_02|pool_05|pool_06,0.14209365690239067,0.0796547647918451,0.783868890627092,47,0,10,,,,,,,,,5
20260910,16,8,3,32,random,pool_00|pool_04|pool_05,0.12288969226003452,0.0796547647918451,0.5427789232843948,37,0,10,,,,,,,,,6
20260910,16,8,3,32,random,pool_00|pool_02|pool_03,0.11017624891347724,0.0796547647918451,0.3831721078003467,28,0,10,,,,,,,,,7
20260910,16,8,3,32,random,pool_03|pool_04|pool_05,0.2301453380485156,0.0796547647918451,1.889285263096746,54,0,10,,,,,,,,,8
20260910,16,8,3,32,random,pool_01|pool_06|pool_07,0.11622466512871076,0.0796547647918451,0.45910499431428364,33,0,10,,,,,,,,,9
20260910,16,8,3,32,random,pool_02|pool_03|pool_05,0.1339390422677268,0.0796547647918451,0.6814944167839562,44,0,10,,,,,,,,,10
20260910,16,8,3,32,random,pool_00|pool_04|pool_06,0.10907343217021687,0.0796547647918451,0.3693271514296604,27,0,10,,,,,,,,,11
20260910,16,8,3,32,random,pool_01|pool_04|pool_05,0.13058603489256213,0.0796547647918451,0.6394001693911381,43,0,10,,,,,,,,,12
20260910,16,8,3,32,random,pool_02|pool_06|pool_07,0.12240221228036742,0.0796547647918451,0.5366590134341682,36,0,10,,,,,,,,,13
20260910,16,8,3,32,random,pool_01|pool_03|pool_06,0.09488401197075119,0.0796547647918451,0.19119066158444328,17,0,10,,,,,,,,,14
20260910,16,8,3,32,random,pool_01|pool_03|pool_06,0.09488401197075119,0.0796547647918451,0.19119066158444328,17,0,10,,,,,,,,,15
20260910,16,8,3,32,random,pool_02|pool_03|pool_04,0.19220978651326612,0.0796547647918451,1.4130356421935497,53,0,10,,,,,,,,,16
20260910,16,8,3,32,random,pool_00|pool_01|pool_03,0.09155402639248555,0.0796547647918451,0.14938543390010325,13,0,10,,,,,,,,,17
20260910,16,8,3,32,random,pool_01|pool_02|pool_03,0.14000448042477026,0.0796547647918451,0.7576409997648206,46,0,10,,,,,,,,,18
20260910,16,8,3,32,random,pool_01|pool_02|pool_03,0.14000448042477026,0.0796547647918451,0.7576409997648206,46,0,10,,,,,,,,,19
20260910,16,8,3,128,target_a_estimated,pool_00|pool_01|pool_07,0.08247056610222858,0.07736855425699905,0.06594425725317184,3,1,10,,,,,,,,,
20260910,16,8,3,128,target_a_true_ct_diagnostic,pool_00|pool_01|pool_07,0.08247056610222858,0.07736855425699905,0.06594425725317184,3,1,10,,,,,,,,,
20260910,16,8,3,128,isotropic_a,pool_00|pool_03|pool_07,0.08028964059596587,0.07736855425699905,0.03775547271135112,2,1,10,,,,,,,,,
20260910,16,8,3,128,bayesian_d,pool_00|pool_03|pool_07,0.08028964059596587,0.07736855425699905,0.03775547271135112,2,1,10,,,,,,,,,
20260910,16,8,3,128,effective_rank,pool_00|pool_01|pool_07,0.08247056610222858,0.07736855425699905,0.06594425725317184,3,1,10,,,,,,,,,
20260910,16,8,3,128,trace,pool_05|pool_06|pool_07,0.24748069259644195,0.07736855425699905,2.198724533153001,56,0,10,,,,,,,,,
20260910,16,8,3,128,oracle_exhaustive,pool_00|pool_02|pool_07,0.07736855425699905,0.07736855425699905,0.0,1,1,10,,,,,,,,,
20260910,16,8,3,128,target_a_sketch_l2,pool_00|pool_01|pool_03,0.09506667648721717,0.07736855425699905,0.2287508458724635,16,0,10,0,0.0,1.2827903002957075,2240,16384,0.13671875,,,
20260910,16,8,3,128,target_a_sketch_l4,pool_00|pool_02|pool_07,0.07736855425699905,0.07736855425699905,0.0,1,1,10,0,0.0,0.16360827481870777,4288,16384,0.26171875,,,
20260910,16,8,3,128,target_a_sketch_l8,pool_00|pool_01|pool_05,0.08721234214930393,0.07736855425699905,0.1272324135669676,9,1,10,0,0.0,0.07250661399558748,8384,16384,0.51171875,,,
20260910,16,8,3,128,target_a_sketch_adaptive,pool_00|pool_01|pool_07,0.08247056610222858,0.07736855425699905,0.06594425725317184,3,1,10,3,1.0,,16576,16384,1.01171875,0,1.6666666666666667,
20260910,16,8,3,128,random,pool_04|pool_05|pool_07,0.14190542120784322,0.07736855425699905,0.8341485448528453,45,0,10,,,,,,,,,0
20260910,16,8,3,128,random,pool_01|pool_03|pool_04,0.14718450730138372,0.07736855425699905,0.902381512939656,48,0,10,,,,,,,,,1
20260910,16,8,3,128,random,pool_00|pool_03|pool_07,0.08028964059596587,0.07736855425699905,0.03775547271135112,2,1,10,,,,,,,,,2
20260910,16,8,3,128,random,pool_01|pool_02|pool_06,0.09377951237516803,0.07736855425699905,0.21211405946214099,14,0,10,,,,,,,,,3
20260910,16,8,3,128,random,pool_02|pool_05|pool_07,0.11045669384988938,0.07736855425699905,0.42766909515951107,29,0,10,,,,,,,,,4
20260910,16,8,3,128,random,pool_02|pool_05|pool_06,0.14289786678158717,0.07736855425699905,0.8469760505917698,46,0,10,,,,,,,,,5
20260910,16,8,3,128,random,pool_00|pool_04|pool_05,0.11561100719823941,0.07736855425699905,0.49428935707145905,31,0,10,,,,,,,,,6
20260910,16,8,3,128,random,pool_00|pool_02|pool_03,0.10651704587603575,0.07736855425699905,0.3767485627586199,27,0,10,,,,,,,,,7
20260910,16,8,3,128,random,pool_03|pool_04|pool_05,0.2308854373175071,0.07736855425699905,1.9842284056460873,54,0,10,,,,,,,,,8
20260910,16,8,3,128,random,pool_01|pool_06|pool_07,0.1254824555831888,0.07736855425699905,0.621879286594491,40,0,10,,,,,,,,,9
20260910,16,8,3,128,random,pool_02|pool_03|pool_05,0.13391751128546164,0.07736855425699905,0.730903628373629,43,0,10,,,,,,,,,10
20260910,16,8,3,128,random,pool_00|pool_04|pool_06,0.10296368121093134,0.07736855425699905,0.3308207992217569,24,0,10,,,,,,,,,11
20260910,16,8,3,128,random,pool_01|pool_04|pool_05,0.13956978044211416,0.07736855425699905,0.803960042713195,44,0,10,,,,,,,,,12
20260910,16,8,3,128,random,pool_02|pool_06|pool_07,0.12534186425858013,0.07736855425699905,0.6200621229424256,39,0,10,,,,,,,,,13
20260910,16,8,3,128,random,pool_01|pool_03|pool_06,0.09950817067510262,0.07736855425699905,0.2861578147700845,20,0,10,,,,,,,,,14
20260910,16,8,3,128,random,pool_01|pool_03|pool_06,0.09950817067510262,0.07736855425699905,0.2861578147700845,20,0,10,,,,,,,,,15
20260910,16,8,3,128,random,pool_02|pool_03|pool_04,0.1949665555542432,0.07736855425699905,1.5199715495085109,53,0,10,,,,,,,,,16
20260910,16,8,3,128,random,pool_00|pool_01|pool_03,0.09506667648721717,0.07736855425699905,0.2287508458724635,16,0,10,,,,,,,,,17
20260910,16,8,3,128,random,pool_01|pool_02|pool_03,0.1508315153006402,0.07736855425699905,0.9495196304123186,49,0,10,,,,,,,,,18
20260910,16,8,3,128,random,pool_01|pool_02|pool_03,0.1508315153006402,0.07736855425699905,0.9495196304123186,49,0,10,,,,,,,,,19
20260910,16,12,1,32,target_a_estimated,pool_00,0.2123906814618438,0.2123906814618438,0.0,1,1,10,,,,,,,,,
20260910,16,12,1,32,target_a_true_ct_diagnostic,pool_00,0.2123906814618438,0.2123906814618438,0.0,1,1,10,,,,,,,,,
20260910,16,12,1,32,isotropic_a,pool_00,0.2123906814618438,0.2123906814618438,0.0,1,1,10,,,,,,,,,
20260910,16,12,1,32,bayesian_d,pool_10,2.383734927757802,0.2123906814618438,10.223349872748736,12,0,10,,,,,,,,,
20260910,16,12,1,32,effective_rank,pool_00,0.2123906814618438,0.2123906814618438,0.0,1,1,10,,,,,,,,,
20260910,16,12,1,32,trace,pool_11,2.3641258023754044,0.2123906814618438,10.131024139588355,11,0,10,,,,,,,,,
20260910,16,12,1,32,oracle_exhaustive,pool_00,0.2123906814618438,0.2123906814618438,0.0,1,1,10,,,,,,,,,
20260910,16,12,1,32,target_a_sketch_l2,pool_00,0.2123906814618438,0.2123906814618438,0.0,1,1,10,0,0.0,1.579055876951653,3360,24576,0.13671875,,,
20260910,16,12,1,32,target_a_sketch_l4,pool_00,0.2123906814618438,0.2123906814618438,0.0,1,1,10,0,0.0,0.1914446220507129,6432,24576,0.26171875,,,
20260910,16,12,1,32,target_a_sketch_l8,pool_00,0.2123906814618438,0.2123906814618438,0.0,1,1,10,0,0.0,0.12058932249193519,12576,24576,0.51171875,,,
20260910,16,12,1,32,target_a_sketch_adaptive,pool_00,0.2123906814618438,0.2123906814618438,0.0,1,1,10,1,1.0,,10016,24576,0.4075520833333333,0,3.0,
20260910,16,12,1,32,random,pool_09,2.137957408581848,0.2123906814618438,9.066154474700596,10,1,10,,,,,,,,,0
20260910,16,12,1,32,random,pool_09,2.137957408581848,0.2123906814618438,9.066154474700596,10,1,10,,,,,,,,,1
20260910,16,12,1,32,random,pool_09,2.137957408581848,0.2123906814618438,9.066154474700596,10,1,10,,,,,,,,,2
20260910,16,12,1,32,random,pool_07,1.7964294029581183,0.2123906814618438,7.458136631012451,8,1,10,,,,,,,,,3
20260910,16,12,1,32,random,pool_04,0.7684191393204911,0.2123906814618438,2.6179512869002135,5,1,10,,,,,,,,,4
20260910,16,12,1,32,random,pool_00,0.2123906814618438,0.2123906814618438,0.0,1,1,10,,,,,,,,,5
20260910,16,12,1,32,random,pool_02,0.40326877742401956,0.2123906814618438,0.8987121970154194,3,1,10,,,,,,,,,6
20260910,16,12,1,32,random,pool_07,1.7964294029581183,0.2123906814618438,7.458136631012451,8,1,10,,,,,,,,,7
20260910,16,12,1,32,random,pool_03,0.5972913511940224,0.2123906814618438,1.8122295530245587,4,1,10,,,,,,,,,8
20260910,16,12,1,32,random,pool_05,1.075734301479666,0.2123906814618438,4.064884645953372,6,1,10,,,,,,,,,9
20260910,16,12,1,32,random,pool_06,1.4650011741275408,0.2123906814618438,5.897671611787401,7,1,10,,,,,,,,,10
20260910,16,12,1,32,random,pool_06,1.4650011741275408,0.2123906814618438,5.897671611787401,7,1,10,,,,,,,,,11
20260910,16,12,1,32,random,pool_08,1.9524267390189087,0.2123906814618438,8.19261958943177,9,1,10,,,,,,,,,12
20260910,16,12,1,32,random,pool_07,1.7964294029581183,0.2123906814618438,7.458136631012451,8,1,10,,,,,,,,,13
20260910,16,12,1,32,random,pool_01,0.2500772012807643,0.2123906814618438,0.17743961062477656,2,1,10,,,,,,,,,14
20260910,16,12,1,32,random,pool_06,1.4650011741275408,0.2123906814618438,5.897671611787401,7,1,10,,,,,,,,,15
20260910,16,12,1,32,random,pool_01,0.2500772012807643,0.2123906814618438,0.17743961062477656,2,1,10,,,,,,,,,16
20260910,16,12,1,32,random,pool_05,1.075734301479666,0.2123906814618438,4.064884645953372,6,1,10,,,,,,,,,17
20260910,16,12,1,32,random,pool_06,1.4650011741275408,0.2123906814618438,5.897671611787401,7,1,10,,,,,,,,,18
20260910,16,12,1,32,random,pool_09,2.137957408581848,0.2123906814618438,9.066154474700596,10,1,10,,,,,,,,,19
20260910,16,12,1,128,target_a_estimated,pool_00,0.21524009177034092,0.21524009177034092,0.0,1,1,10,,,,,,,,,
20260910,16,12,1,128,target_a_true_ct_diagnostic,pool_00,0.21524009177034092,0.21524009177034092,0.0,1,1,10,,,,,,,,,
20260910,16,12,1,128,isotropic_a,pool_02,0.3508276106197802,0.21524009177034092,0.6299361691134653,3,1,10,,,,,,,,,
20260910,16,12,1,128,bayesian_d,pool_11,2.305458410554884,0.21524009177034092,9.711101224649104,12,0,10,,,,,,,,,
20260910,16,12,1,128,effective_rank,pool_00,0.21524009177034092,0.21524009177034092,0.0,1,1,10,,,,,,,,,
20260910,16,12,1,128,trace,pool_11,2.305458410554884,0.21524009177034092,9.711101224649104,12,0,10,,,,,,,,,
20260910,16,12,1,128,oracle_exhaustive,pool_00,0.21524009177034092,0.21524009177034092,0.0,1,1,10,,,,,,,,,
20260910,16,12,1,128,target_a_sketch_l2,pool_02,0.3508276106197802,0.21524009177034092,0.6299361691134653,3,1,10,0,0.0,1.8882145414505276,3360,24576,0.13671875,,,
20260910,16,12,1,128,target_a_sketch_l4,pool_00,0.21524009177034092,0.21524009177034092,0.0,1,1,10,0,0.0,0.1917265944781435,6432,24576,0.26171875,,,
20260910,16,12,1,128,target_a_sketch_l8,pool_00,0.21524009177034092,0.21524009177034092,0.0,1,1,10,0,0.0,0.10832937392124078,12576,24576,0.51171875,,,
20260910,16,12,1,128,target_a_sketch_adaptive,pool_00,0.21524009177034092,0.21524009177034092,0.0,1,1,10,1,1.0,,11040,24576,0.44921875,0,3.0,
20260910,16,12,1,128,random,pool_09,2.094817952175685,0.21524009177034092,8.73247100456933,10,1,10,,,,,,,,,0
20260910,16,12,1,128,random,pool_09,2.094817952175685,0.21524009177034092,8.73247100456933,10,1,10,,,,,,,,,1
20260910,16,12,1,128,random,pool_09,2.094817952175685,0.21524009177034092,8.73247100456933,10,1,10,,,,,,,,,2
20260910,16,12,1,128,random,pool_07,1.769260778114334,0.21524009177034092,7.219940641923336,8,1,10,,,,,,,,,3
20260910,16,12,1,128,random,pool_04,0.8425232615374078,0.21524009177034092,2.9143416758824463,5,1,10,,,,,,,,,4
20260910,16,12,1,128,random,pool_00,0.21524009177034092,0.21524009177034092,0.0,1,1,10,,,,,,,,,5
20260910,16,12,1,128,random,pool_02,0.3508276106197802,0.21524009177034092,0.6299361691134653,3,1,10,,,,,,,,,6
20260910,16,12,1,128,random,pool_07,1.769260778114334,0.21524009177034092,7.219940641923336,8,1,10,,,,,,,,,7
20260910,16,12,1,128,random,pool_03,0.5503936884615291,0.21524009177034092,1.557115098467779,4,1,10,,,,,,,,,8
20260910,16,12,1,128,random,pool_05,1.0538789078993362,0.21524009177034092,3.8962946411666404,6,1,10,,,,,,,,,9
20260910,16,12,1,128,random,pool_06,1.401131261870006,0.21524009177034092,5.509620258687677,7,1,10,,,,,,,,,10
20260910,16,12,1,128,random,pool_06,1.401131261870006,0.21524009177034092,5.509620258687677,7,1,10,,,,,,,,,11
20260910,16,12,1,128,random,pool_08,1.9624103602107166,0.21524009177034092,8.117308695001809,9,1,10,,,,,,,,,12
20260910,16,12,1,128,random,pool_07,1.769260778114334,0.21524009177034092,7.219940641923336,8,1,10,,,,,,,,,13
20260910,16,12,1,128,random,pool_01,0.26610113760749576,0.21524009177034092,0.23629912726214167,2,1,10,,,,,,,,,14
20260910,16,12,1,128,random,pool_06,1.401131261870006,0.21524009177034092,5.509620258687677,7,1,10,,,,,,,,,15
20260910,16,12,1,128,random,pool_01,0.26610113760749576,0.21524009177034092,0.23629912726214167,2,1,10,,,,,,,,,16
20260910,16,12,1,128,random,pool_05,1.0538789078993362,0.21524009177034092,3.8962946411666404,6,1,10,,,,,,,,,17
20260910,16,12,1,128,random,pool_06,1.401131261870006,0.21524009177034092,5.509620258687677,7,1,10,,,,,,,,,18
20260910,16,12,1,128,random,pool_09,2.094817952175685,0.21524009177034092,8.73247100456933,10,1,10,,,,,,,,,19
20260910,16,12,3,32,target_a_estimated,pool_00|pool_01|pool_11,0.07861169168669582,0.07551984463191388,0.040940855610226666,8,1,10,,,,,,,,,
20260910,16,12,3,32,target_a_true_ct_diagnostic,pool_00|pool_01|pool_11,0.07861169168669582,0.07551984463191388,0.040940855610226666,8,1,10,,,,,,,,,
20260910,16,12,3,32,isotropic_a,pool_00|pool_06|pool_10,0.0922573722197676,0.07551984463191388,0.22163085304840008,51,0,10,,,,,,,,,
20260910,16,12,3,32,bayesian_d,pool_03|pool_10|pool_11,0.11049196284284188,0.07551984463191388,0.46308514512156645,104,0,10,,,,,,,,,
20260910,16,12,3,32,effective_rank,pool_00|pool_01|pool_09,0.08003448707672974,0.07551984463191388,0.05978087569989531,14,0,10,,,,,,,,,
20260910,16,12,3,32,trace,pool_07|pool_10|pool_11,0.1818611509262958,0.07551984463191388,1.4081240078378445,194,0,10,,,,,,,,,
20260910,16,12,3,32,oracle_exhaustive,pool_02|pool_03|pool_11,0.07551984463191388,0.07551984463191388,0.0,1,1,10,,,,,,,,,
20260910,16,12,3,32,target_a_sketch_l2,pool_00|pool_01|pool_03,0.08875830371085167,0.07551984463191388,0.17529775310664963,42,0,10,0,0.0,0.8332306355648575,3360,24576,0.13671875,,,
20260910,16,12,3,32,target_a_sketch_l4,pool_00|pool_01|pool_11,0.07861169168669582,0.07551984463191388,0.040940855610226666,8,1,10,0,0.0,0.1602399675622466,6432,24576,0.26171875,,,
20260910,16,12,3,32,target_a_sketch_l8,pool_00|pool_01|pool_07,0.08250141688804838,0.07551984463191388,0.09244685671909017,22,0,10,0,0.0,0.07350193567573655,12576,24576,0.51171875,,,
20260910,16,12,3,32,target_a_sketch_adaptive,pool_00|pool_01|pool_11,0.07861169168669582,0.07551984463191388,0.040940855610226666,8,1,10,3,1.0,,24864,24576,1.01171875,0,2.0,
