seed,dimension,candidate_count,budget,target_samples,shift,method,selected,target_mse,conditional_oracle_mse,normalized_regret,combination_rank
20260910,16,8,3,32,0.0,target_a_estimated,pool_00|pool_01|pool_07,0.00035741292613922226,0.0003036459295884253,0.17707135618012423,4
20260910,16,8,3,32,0.0,isotropic_a,pool_01|pool_03|pool_07,0.00032438128137024513,0.0003036459295884253,0.06828792933244793,2
20260910,16,8,3,32,0.0,bayesian_d,pool_00|pool_03|pool_06,0.0006641127105521116,0.0003036459295884253,1.1871286450382472,31
20260910,16,8,3,32,0.0,effective_rank,pool_00|pool_01|pool_07,0.00035741292613922226,0.0003036459295884253,0.17707135618012423,4
20260910,16,8,3,32,0.0,conditional_oracle,pool_01|pool_04|pool_07,0.0003036459295884253,0.0003036459295884253,0.0,1
20260910,16,8,3,32,0.5,target_a_estimated,pool_00|pool_01|pool_07,0.03317954952354768,0.004848338325298407,5.8434889022530285,12
20260910,16,8,3,32,0.5,isotropic_a,pool_01|pool_03|pool_07,0.061700082355196806,0.004848338325298407,11.726026571464415,31
20260910,16,8,3,32,0.5,bayesian_d,pool_00|pool_03|pool_06,0.05739699804217546,0.004848338325298407,10.838488610145163,28
20260910,16,8,3,32,0.5,effective_rank,pool_00|pool_01|pool_07,0.03317954952354768,0.004848338325298407,5.8434889022530285,12
20260910,16,8,3,32,0.5,conditional_oracle,pool_01|pool_04|pool_06,0.004848338325298407,0.004848338325298407,0.0,1
20260910,16,8,3,32,1.0,target_a_estimated,pool_00|pool_01|pool_07,0.1255318856735722,0.016737541199651484,6.500019517573231,12
20260910,16,8,3,32,1.0,isotropic_a,pool_01|pool_03|pool_07,0.2405403824014546,0.016737541199651484,13.371309353757601,30
20260910,16,8,3,32,1.0,bayesian_d,pool_00|pool_03|pool_06,0.2425035354493441,0.016737541199651484,13.488599762454571,31
20260910,16,8,3,32,1.0,effective_rank,pool_00|pool_01|pool_07,0.1255318856735722,0.016737541199651484,6.500019517573231,12
20260910,16,8,3,32,1.0,conditional_oracle,pool_01|pool_04|pool_06,0.016737541199651484,0.016737541199651484,0.0,1
20260910,16,8,3,128,0.0,target_a_estimated,pool_00|pool_01|pool_07,0.0010934039365903397,0.0008582653909558202,0.27396950653300134,29
20260910,16,8,3,128,0.0,isotropic_a,pool_00|pool_03|pool_07,0.0009178101587663523,0.0008582653909558202,0.06937803672150773,5
20260910,16,8,3,128,0.0,bayesian_d,pool_00|pool_03|pool_07,0.0009178101587663523,0.0008582653909558202,0.06937803672150773,5
20260910,16,8,3,128,0.0,effective_rank,pool_00|pool_01|pool_07,0.0010934039365903397,0.0008582653909558202,0.27396950653300134,29
20260910,16,8,3,128,0.0,conditional_oracle,pool_03|pool_04|pool_07,0.0008582653909558202,0.0008582653909558202,0.0,1
20260910,16,8,3,128,0.5,target_a_estimated,pool_00|pool_01|pool_07,0.026141525334023516,0.005349261928958113,3.8869406062370846,15
20260910,16,8,3,128,0.5,isotropic_a,pool_00|pool_03|pool_07,0.01122234953042775,0.005349261928958113,1.0979248500948897,3
20260910,16,8,3,128,0.5,bayesian_d,pool_00|pool_03|pool_07,0.01122234953042775,0.005349261928958113,1.0979248500948897,3
20260910,16,8,3,128,0.5,effective_rank,pool_00|pool_01|pool_07,0.026141525334023516,0.005349261928958113,3.8869406062370846,15
20260910,16,8,3,128,0.5,conditional_oracle,pool_01|pool_04|pool_07,0.005349261928958113,0.005349261928958113,0.0,1
20260910,16,8,3,128,1.0,target_a_estimated,pool_00|pool_01|pool_07,0.09848359040916743,0.018891585197464936,4.213092992449514,16
20260910,16,8,3,128,1.0,isotropic_a,pool_00|pool_03|pool_07,0.04370482691471385,0.018891585197464936,1.3134547184837937,3
20260910,16,8,3,128,1.0,bayesian_d,pool_00|pool_03|pool_07,0.04370482691471385,0.018891585197464936,1.3134547184837937,3
20260910,16,8,3,128,1.0,effective_rank,pool_00|pool_01|pool_07,0.09848359040916743,0.018891585197464936,4.213092992449514,16
20260910,16,8,3,128,1.0,conditional_oracle,pool_01|pool_04|pool_07,0.018891585197464936,0.018891585197464936,0.0,1
20260910,16,12,1,32,0.0,target_a_estimated,pool_00,0.0050718125108009104,0.0050718125108009104,0.0,1
20260910,16,12,1,32,0.0,isotropic_a,pool_00,0.0050718125108009104,0.0050718125108009104,0.0,1
20260910,16,12,1,32,0.0,bayesian_d,pool_10,0.18176488704104932,0.0050718125108009104,34.83825045858134,12
20260910,16,12,1,32,0.0,effective_rank,pool_00,0.0050718125108009104,0.0050718125108009104,0.0,1
20260910,16,12,1,32,0.0,conditional_oracle,pool_00,0.0050718125108009104,0.0050718125108009104,0.0,1
20260910,16,12,1,32,0.5,target_a_estimated,pool_00,0.19579469761948753,0.03140671258439154,5.234167205286977,11
20260910,16,12,1,32,0.5,isotropic_a,pool_00,0.19579469761948753,0.03140671258439154,5.234167205286977,11
20260910,16,12,1,32,0.5,bayesian_d,pool_10,0.29168780859959664,0.03140671258439154,8.287435219965023,12
20260910,16,12,1,32,0.5,effective_rank,pool_00,0.19579469761948753,0.03140671258439154,5.234167205286977,11
20260910,16,12,1,32,0.5,conditional_oracle,pool_03,0.03140671258439154,0.03140671258439154,0.0,1
20260910,16,12,1,32,1.0,target_a_estimated,pool_00,0.7774870947712376,0.03558787296455146,20.84696723925256,12
20260910,16,12,1,32,1.0,isotropic_a,pool_00,0.7774870947712376,0.03558787296455146,20.84696723925256,12
20260910,16,12,1,32,1.0,bayesian_d,pool_10,0.4650255976464106,0.03558787296455146,12.066968012098267,10
20260910,16,12,1,32,1.0,effective_rank,pool_00,0.7774870947712376,0.03558787296455146,20.84696723925256,12
20260910,16,12,1,32,1.0,conditional_oracle,pool_08,0.03558787296455146,0.03558787296455146,0.0,1
20260910,16,12,1,128,0.0,target_a_estimated,pool_00,0.006931664169764651,0.006931664169764651,0.0,1
20260910,16,12,1,128,0.0,isotropic_a,pool_02,0.012015515600590498,0.006931664169764651,0.7334243705863867,3
20260910,16,12,1,128,0.0,bayesian_d,pool_11,0.2145861540725541,0.006931664169764651,29.957378894459612,12
20260910,16,12,1,128,0.0,effective_rank,pool_00,0.006931664169764651,0.006931664169764651,0.0,1
20260910,16,12,1,128,0.0,conditional_oracle,pool_00,0.006931664169764651,0.006931664169764651,0.0,1
20260910,16,12,1,128,0.5,target_a_estimated,pool_00,0.08270305170988906,0.06236463585700247,0.3261209750269542,5
20260910,16,12,1,128,0.5,isotropic_a,pool_02,0.21265650153702065,0.06236463585700247,2.4098892523741564,12
20260910,16,12,1,128,0.5,bayesian_d,pool_11,0.19002303300973233,0.06236463585700247,2.046967730966011,11
20260910,16,12,1,128,0.5,effective_rank,pool_00,0.08270305170988906,0.06236463585700247,0.3261209750269542,5
20260910,16,12,1,128,0.5,conditional_oracle,pool_10,0.06236463585700247,0.06236463585700247,0.0,1
20260910,16,12,1,128,1.0,target_a_estimated,pool_00,0.3191608447163422,0.09427388919707341,2.385463858918107,9
20260910,16,12,1,128,1.0,isotropic_a,pool_02,0.7000316184218159,0.09427388919707341,6.425509060716117,12
20260910,16,12,1,128,1.0,bayesian_d,pool_11,0.20124267668906348,0.09427388919707341,1.134659749407164,5
20260910,16,12,1,128,1.0,effective_rank,pool_00,0.3191608447163422,0.09427388919707341,2.385463858918107,9
20260910,16,12,1,128,1.0,conditional_oracle,pool_09,0.09427388919707341,0.09427388919707341,0.0,1
20260910,16,12,3,32,0.0,target_a_estimated,pool_00|pool_01|pool_11,0.0004940742026875444,0.0004867709895274297,0.015003386227278837,3
20260910,16,12,3,32,0.0,isotropic_a,pool_00|pool_06|pool_10,0.0006720650501209624,0.0004867709895274297,0.38065962142366194,73
20260910,16,12,3,32,0.0,bayesian_d,pool_03|pool_10|pool_11,0.0006877197386924161,0.0004867709895274297,0.4128198957790661,80
20260910,16,12,3,32,0.0,effective_rank,pool_00|pool_01|pool_09,0.0004868163274940329,0.0004867709895274297,9.314023961706479e-05,2
20260910,16,12,3,32,0.0,conditional_oracle,pool_01|pool_04|pool_11,0.0004867709895274297,0.0004867709895274297,0.0,1
20260910,16,12,3,32,0.5,target_a_estimated,pool_00|pool_01|pool_11,0.1115799081796447,0.007217303203862935,14.46005551213693,124
20260910,16,12,3,32,0.5,isotropic_a,pool_00|pool_06|pool_10,0.16322659548073998,0.007217303203862935,21.616009175473717,165
20260910,16,12,3,32,0.5,bayesian_d,pool_03|pool_10|pool_11,0.029664825722492738,0.007217303203862935,3.1102368688924087,24
20260910,16,12,3,32,0.5,effective_rank,pool_00|pool_01|pool_09,0.11186499065604338,0.007217303203862935,14.4995553735597,125
20260910,16,12,3,32,0.5,conditional_oracle,pool_01|pool_02|pool_03,0.007217303203862935,0.007217303203862935,0.0,1
20260910,16,12,3,32,1.0,target_a_estimated,pool_00|pool_01|pool_11,0.4438231586691508,0.02567323966814883,16.28738423377764,126
20260910,16,12,3,32,1.0,isotropic_a,pool_00|pool_06|pool_10,0.6459874103536309,0.02567323966814883,24.161896928616564,165
20260910,16,12,3,32,1.0,bayesian_d,pool_03|pool_10|pool_11,0.11822244693583928,0.02567323966814883,3.6048900903811694,25
20260910,16,12,3,32,1.0,effective_rank,pool_00|pool_01|pool_09,0.4480971901737094,0.02567323966814883,16.45386230821642,127
20260910,16,12,3,32,1.0,conditional_oracle,pool_01|pool_02|pool_03,0.02567323966814883,0.02567323966814883,0.0,1
20260910,16,12,3,128,0.0,target_a_estimated,pool_00|pool_02|pool_11,0.0007864878241060635,0.0005487287985739275,0.43329059118099833,54
20260910,16,12,3,128,0.0,isotropic_a,pool_02|pool_06|pool_11,0.0006669182142635677,0.0005487287985739275,0.21538766690722003,20
20260910,16,12,3,128,0.0,bayesian_d,pool_04|pool_06|pool_11,0.0006326896264680082,0.0005487287985739275,0.1530096982558298,9
20260910,16,12,3,128,0.0,effective_rank,pool_00|pool_01|pool_07,0.0010471329585921563,0.0005487287985739275,0.9082886870773217,117
20260910,16,12,3,128,0.0,conditional_oracle,pool_04|pool_07|pool_11,0.0005487287985739275,0.0005487287985739275,0.0,1
20260910,16,12,3,128,0.5,target_a_estimated,pool_00|pool_02|pool_11,0.1305952474989578,0.012445360906725766,9.4934881742466,149
20260910,16,12,3,128,0.5,isotropic_a,pool_02|pool_06|pool_11,0.14696519032134292,0.012445360906725766,10.808833140541505,158
20260910,16,12,3,128,0.5,bayesian_d,pool_04|pool_06|pool_11,0.04840403467470655,0.012445360906725766,2.8893235027477484,49
20260910,16,12,3,128,0.5,effective_rank,pool_00|pool_01|pool_07,0.07573079788318271,0.012445360906725766,5.085062414080415,102
20260910,16,12,3,128,0.5,conditional_oracle,pool_04|pool_08|pool_09,0.012445360906725766,0.012445360906725766,0.0,1
20260910,16,12,3,128,1.0,target_a_estimated,pool_00|pool_02|pool_11,0.5237632665955212,0.05097324136491532,9.275259186401776,150
20260910,16,12,3,128,1.0,isotropic_a,pool_02|pool_06|pool_11,0.5866682662450642,0.05097324136491532,10.50933804748908,159
20260910,16,12,3,128,1.0,bayesian_d,pool_04|pool_06|pool_11,0.18971388397310873,0.05097324136491532,2.7218328458838803,51
20260910,16,12,3,128,1.0,effective_rank,pool_00|pool_01|pool_07,0.29022512253768484,0.05097324136491532,4.693676030134619,97
20260910,16,12,3,128,1.0,conditional_oracle,pool_04|pool_08|pool_09,0.05097324136491532,0.05097324136491532,0.0,1
20260910,32,8,1,32,0.0,target_a_estimated,pool_00,0.007685333180727449,0.007685333180727449,0.0,1
20260910,32,8,1,32,0.0,isotropic_a,pool_07,0.05648246575800652,0.007685333180727449,6.349384135960156,7
20260910,32,8,1,32,0.0,bayesian_d,pool_07,0.05648246575800652,0.007685333180727449,6.349384135960156,7
20260910,32,8,1,32,0.0,effective_rank,pool_00,0.007685333180727449,0.007685333180727449,0.0,1
20260910,32,8,1,32,0.0,conditional_oracle,pool_00,0.007685333180727449,0.007685333180727449,0.0,1
20260910,32,8,1,32,0.5,target_a_estimated,pool_00,0.08390568533910375,0.04748757740137889,0.7668975747048193,6
20260910,32,8,1,32,0.5,isotropic_a,pool_07,0.053011789757837505,0.04748757740137889,0.11632963100573346,2
20260910,32,8,1,32,0.5,bayesian_d,pool_07,0.053011789757837505,0.04748757740137889,0.11632963100573346,2
20260910,32,8,1,32,0.5,effective_rank,pool_00,0.08390568533910375,0.04748757740137889,0.7668975747048193,6
20260910,32,8,1,32,0.5,conditional_oracle,pool_03,0.04748757740137889,0.04748757740137889,0.0,1
20260910,32,8,1,32,1.0,target_a_estimated,pool_00,0.324461300878523,0.09177945784355863,2.5352279094040724,8
20260910,32,8,1,32,1.0,isotropic_a,pool_07,0.09177945784355863,0.09177945784355863,0.0,1
20260910,32,8,1,32,1.0,bayesian_d,pool_07,0.09177945784355863,0.09177945784355863,0.0,1
20260910,32,8,1,32,1.0,effective_rank,pool_00,0.324461300878523,0.09177945784355863,2.5352279094040724,8
20260910,32,8,1,32,1.0,conditional_oracle,pool_07,0.09177945784355863,0.09177945784355863,0.0,1
20260910,32,8,1,128,0.0,target_a_estimated,pool_00,0.009594656944500568,0.006868753156456742,0.39685569213990923,2
20260910,32,8,1,128,0.0,isotropic_a,pool_07,0.06108410050826091,0.006868753156456742,7.893040573286703,5
20260910,32,8,1,128,0.0,bayesian_d,pool_07,0.06108410050826091,0.006868753156456742,7.893040573286703,5
20260910,32,8,1,128,0.0,effective_rank,pool_01,0.006868753156456742,0.006868753156456742,0.0,1
20260910,32,8,1,128,0.0,conditional_oracle,pool_01,0.006868753156456742,0.006868753156456742,0.0,1
20260910,32,8,1,128,0.5,target_a_estimated,pool_00,0.07250991314969923,0.02728379550915283,1.6576182600904814,6
20260910,32,8,1,128,0.5,isotropic_a,pool_07,0.052649594791829124,0.02728379550915283,0.929702001107833,2
20260910,32,8,1,128,0.5,bayesian_d,pool_07,0.052649594791829124,0.02728379550915283,0.929702001107833,2
20260910,32,8,1,128,0.5,effective_rank,pool_01,0.06869414395492768,0.02728379550915283,1.5177634809600817,5
20260910,32,8,1,128,0.5,conditional_oracle,pool_02,0.02728379550915283,0.02728379550915283,0.0,1
20260910,32,8,1,128,1.0,target_a_estimated,pool_00,0.2516850380798771,0.060414841545911646,3.1659471686044496,7
20260910,32,8,1,128,1.0,isotropic_a,pool_07,0.060414841545911646,0.060414841545911646,0.0,1
20260910,32,8,1,128,1.0,bayesian_d,pool_07,0.060414841545911646,0.060414841545911646,0.0,1
20260910,32,8,1,128,1.0,effective_rank,pool_01,0.2708232040790848,0.060414841545911646,3.4827263822793517,8
20260910,32,8,1,128,1.0,conditional_oracle,pool_07,0.060414841545911646,0.060414841545911646,0.0,1
20260910,32,8,3,32,0.0,target_a_estimated,pool_00|pool_01|pool_07,0.0011495387141395308,0.0008248830382304728,0.3935778296587412,39
20260910,32,8,3,32,0.0,isotropic_a,pool_00|pool_01|pool_07,0.0011495387141395308,0.0008248830382304728,0.3935778296587412,39
20260910,32,8,3,32,0.0,bayesian_d,pool_01|pool_03|pool_07,0.0009720098349294548,0.0008248830382304728,0.1783607976890836,16
20260910,32,8,3,32,0.0,effective_rank,pool_00|pool_01|pool_07,0.0011495387141395308,0.0008248830382304728,0.3935778296587412,39
20260910,32,8,3,32,0.0,conditional_oracle,pool_00|pool_02|pool_06,0.0008248830382304728,0.0008248830382304728,0.0,1
20260910,32,8,3,32,0.5,target_a_estimated,pool_00|pool_01|pool_07,0.04703981782430827,0.022590115143783562,1.0823186391439388,5
20260910,32,8,3,32,0.5,isotropic_a,pool_00|pool_01|pool_07,0.04703981782430827,0.022590115143783562,1.0823186391439388,5
20260910,32,8,3,32,0.5,bayesian_d,pool_01|pool_03|pool_07,0.07071649411456798,0.022590115143783562,2.1304176036494455,20
20260910,32,8,3,32,0.5,effective_rank,pool_00|pool_01|pool_07,0.04703981782430827,0.022590115143783562,1.0823186391439388,5
20260910,32,8,3,32,0.5,conditional_oracle,pool_01|pool_02|pool_06,0.022590115143783562,0.022590115143783562,0.0,1
20260910,32,8,3,32,1.0,target_a_estimated,pool_00|pool_01|pool_07,0.19151234035060472,0.09183234918482908,1.0854561823867945,5
20260910,32,8,3,32,1.0,isotropic_a,pool_00|pool_01|pool_07,0.19151234035060472,0.09183234918482908,1.0854561823867945,5
20260910,32,8,3,32,1.0,bayesian_d,pool_01|pool_03|pool_07,0.2752096331578246,0.09183234918482908,1.996870227112625,19
20260910,32,8,3,32,1.0,effective_rank,pool_00|pool_01|pool_07,0.19151234035060472,0.09183234918482908,1.0854561823867945,5
20260910,32,8,3,32,1.0,conditional_oracle,pool_01|pool_02|pool_06,0.09183234918482908,0.09183234918482908,0.0,1
20260910,32,8,3,128,0.0,target_a_estimated,pool_00|pool_01|pool_07,0.0008741410266706051,0.0006748002841716616,0.2954070221586236,15
20260910,32,8,3,128,0.0,isotropic_a,pool_01|pool_05|pool_07,0.0007712423723424955,0.0006748002841716616,0.14291945399699935,3
20260910,32,8,3,128,0.0,bayesian_d,pool_00|pool_03|pool_07,0.0008996833069359056,0.0006748002841716616,0.33325863672433825,19
20260910,32,8,3,128,0.0,effective_rank,pool_00|pool_01|pool_07,0.0008741410266706051,0.0006748002841716616,0.2954070221586236,15
20260910,32,8,3,128,0.0,conditional_oracle,pool_00|pool_01|pool_05,0.0006748002841716616,0.0006748002841716616,0.0,1
20260910,32,8,3,128,0.5,target_a_estimated,pool_00|pool_01|pool_07,0.02839613495432447,0.020146910147298858,0.40945359594665215,5
20260910,32,8,3,128,0.5,isotropic_a,pool_01|pool_05|pool_07,0.028063143615738362,0.020146910147298858,0.3929254367325826,4
20260910,32,8,3,128,0.5,bayesian_d,pool_00|pool_03|pool_07,0.057621880954124904,0.020146910147298858,1.860085270288973,29
20260910,32,8,3,128,0.5,effective_rank,pool_00|pool_01|pool_07,0.02839613495432447,0.020146910147298858,0.40945359594665215,5
20260910,32,8,3,128,0.5,conditional_oracle,pool_00|pool_02|pool_05,0.020146910147298858,0.020146910147298858,0.0,1
20260910,32,8,3,128,1.0,target_a_estimated,pool_00|pool_01|pool_07,0.11246854301823961,0.07615970265386052,0.47674608879973884,5
20260910,32,8,3,128,1.0,isotropic_a,pool_01|pool_05|pool_07,0.10961597705370929,0.07615970265386052,0.43929103231803235,4
20260910,32,8,3,128,1.0,bayesian_d,pool_00|pool_03|pool_07,0.23324495983545068,0.07615970265386052,2.0625770808944663,29
20260910,32,8,3,128,1.0,effective_rank,pool_00|pool_01|pool_07,0.11246854301823961,0.07615970265386052,0.47674608879973884,5
20260910,32,8,3,128,1.0,conditional_oracle,pool_00|pool_02|pool_05,0.07615970265386052,0.07615970265386052,0.0,1
20260910,32,12,1,32,0.0,target_a_estimated,pool_00,0.0045301358539572845,0.0045301358539572845,0.0,1
20260910,32,12,1,32,0.0,isotropic_a,pool_05,0.07693191362721852,0.0045301358539572845,15.982253095128463,6
20260910,32,12,1,32,0.0,bayesian_d,pool_09,0.13590331073871637,0.0045301358539572845,28.999831157380964,11
20260910,32,12,1,32,0.0,effective_rank,pool_00,0.0045301358539572845,0.0045301358539572845,0.0,1
20260910,32,12,1,32,0.0,conditional_oracle,pool_00,0.0045301358539572845,0.0045301358539572845,0.0,1
20260910,32,12,1,32,0.5,target_a_estimated,pool_00,0.06924741629178593,0.028507537164615737,1.4290915027811504,5
20260910,32,12,1,32,0.5,isotropic_a,pool_05,0.03821595983035103,0.028507537164615737,0.3405563451403873,2
20260910,32,12,1,32,0.5,bayesian_d,pool_09,0.16610959176834575,0.028507537164615737,4.826865744632795,9
20260910,32,12,1,32,0.5,effective_rank,pool_00,0.06924741629178593,0.028507537164615737,1.4290915027811504,5
20260910,32,12,1,32,0.5,conditional_oracle,pool_04,0.028507537164615737,0.028507537164615737,0.0,1
20260910,32,12,1,32,1.0,target_a_estimated,pool_00,0.263483142041049,0.06770279048343048,2.8917619223617326,10
20260910,32,12,1,32,1.0,isotropic_a,pool_05,0.07320700697028176,0.06770279048343048,0.08129969898653416,2
20260910,32,12,1,32,1.0,bayesian_d,pool_09,0.24809018900130175,0.06770279048343048,2.6644012341266663,8
20260910,32,12,1,32,1.0,effective_rank,pool_00,0.263483142041049,0.06770279048343048,2.8917619223617326,10
20260910,32,12,1,32,1.0,conditional_oracle,pool_04,0.06770279048343048,0.06770279048343048,0.0,1
20260910,32,12,1,128,0.0,target_a_estimated,pool_00,0.005174462548160841,0.004689646532185621,0.10338007622703935,2
20260910,32,12,1,128,0.0,isotropic_a,pool_06,0.028494649120281934,0.004689646532185621,5.076076080514737,8
20260910,32,12,1,128,0.0,bayesian_d,pool_10,0.07938337805765883,0.004689646532185621,15.92736915518919,10
20260910,32,12,1,128,0.0,effective_rank,pool_01,0.004689646532185621,0.004689646532185621,0.0,1
20260910,32,12,1,128,0.0,conditional_oracle,pool_01,0.004689646532185621,0.004689646532185621,0.0,1
20260910,32,12,1,128,0.5,target_a_estimated,pool_00,0.032763732470665385,0.024694309961704963,0.3267725448281077,2
20260910,32,12,1,128,0.5,isotropic_a,pool_06,0.06459377145441692,0.024694309961704963,1.615735023759991,6
20260910,32,12,1,128,0.5,bayesian_d,pool_10,0.0994400709428305,0.024694309961704963,3.0268414504004584,8
20260910,32,12,1,128,0.5,effective_rank,pool_01,0.18425293931024173,0.024694309961704963,6.461352011697207,12
20260910,32,12,1,128,0.5,conditional_oracle,pool_07,0.024694309961704963,0.024694309961704963,0.0,1
20260910,32,12,1,128,1.0,target_a_estimated,pool_00,0.10681332132804838,0.09429206126132167,0.13279230403103828,2
20260910,32,12,1,128,1.0,isotropic_a,pool_06,0.1641359187821987,0.09429206126132167,0.7407183233306489,6
20260910,32,12,1,128,1.0,bayesian_d,pool_10,0.16112779905950508,0.09429206126132167,0.7088161707797901,5
20260910,32,12,1,128,1.0,effective_rank,pool_01,0.691142406092037,0.09429206126132167,6.329804830298494,12
20260910,32,12,1,128,1.0,conditional_oracle,pool_07,0.09429206126132167,0.09429206126132167,0.0,1
20260910,32,12,3,32,0.0,target_a_estimated,pool_00|pool_01|pool_11,0.0006691746951874578,0.000442991424537853,0.5105816007286563,48
20260910,32,12,3,32,0.0,isotropic_a,pool_04|pool_05|pool_11,0.0005091735294495692,0.000442991424537853,0.1493981626862418,4
20260910,32,12,3,32,0.0,bayesian_d,pool_00|pool_09|pool_11,0.0012211423859176396,0.000442991424537853,1.7565824489527893,172
20260910,32,12,3,32,0.0,effective_rank,pool_00|pool_01|pool_09,0.0006363372485862495,0.000442991424537853,0.43645500418005356,36
20260910,32,12,3,32,0.0,conditional_oracle,pool_00|pool_04|pool_10,0.000442991424537853,0.000442991424537853,0.0,1
20260910,32,12,3,32,0.5,target_a_estimated,pool_00|pool_01|pool_11,0.035779647019907435,0.018858408593690035,0.8972781739324067,43
20260910,32,12,3,32,0.5,isotropic_a,pool_04|pool_05|pool_11,0.16321135152687472,0.018858408593690035,7.654566514243664,191
20260910,32,12,3,32,0.5,bayesian_d,pool_00|pool_09|pool_11,0.07317128972371356,0.018858408593690035,2.8800352299184167,129
20260910,32,12,3,32,0.5,effective_rank,pool_00|pool_01|pool_09,0.03674636836168421,0.018858408593690035,0.9485402587989017,46
20260910,32,12,3,32,0.5,conditional_oracle,pool_01|pool_06|pool_08,0.018858408593690035,0.018858408593690035,0.0,1
20260910,32,12,3,32,1.0,target_a_estimated,pool_00|pool_01|pool_11,0.13975375234659748,0.07194992336062844,0.9423752774012241,44
20260910,32,12,3,32,1.0,isotropic_a,pool_04|pool_05|pool_11,0.6554633866170045,0.07194992336062844,8.109994229343116,193
20260910,32,12,3,32,1.0,bayesian_d,pool_00|pool_09|pool_11,0.29664036724115617,0.07194992336062844,3.1228725950732574,131
20260910,32,12,3,32,1.0,effective_rank,pool_00|pool_01|pool_09,0.1420433871691289,0.07194992336062844,0.9741978939599002,45
20260910,32,12,3,32,1.0,conditional_oracle,pool_01|pool_06|pool_08,0.07194992336062844,0.07194992336062844,0.0,1
20260910,32,12,3,128,0.0,target_a_estimated,pool_00|pool_01|pool_11,0.000621505360050234,0.00046593158225127773,0.3338983312684202,34
20260910,32,12,3,128,0.0,isotropic_a,pool_02|pool_06|pool_11,0.0005648301575826853,0.00046593158225127773,0.21225986625236187,14
20260910,32,12,3,128,0.0,bayesian_d,pool_03|pool_10|pool_11,0.0008979458383926442,0.00046593158225127773,0.9272053507383416,140
